DATA,ORDEM,TIPO_DE_AT,APARELHO,MARCA,TECNICO,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO
,1,FON,Lavadora,Panasonic,Luan,Concluído,0,19-01-2022,0,Sim
,2,FON,Ar Condicionado,Daikin,Cvg / Guilherme,Concluído,0,01-04-2022,01-04-2020,Sim
01-03-2022,3,FON,Lavadora,Panasonic,Luan,Concluído,0,01-04-2022,01-04-2022,Sim
01-03-2022,4,FON,Lavadora,Panasonic,Luan,Concluído,0,01-04-2022,01-04-2022,Sim
01-03-2022,5,FB,Fritadeira,Midea,Gabriel,Troca,0,0,14-05-2022,Não
01-03-2022,6,GB,Robo,Wap,Carlos,Concluído,0,01-03-2022,01-03-2022,Sim
01-03-2022,7,FB,Cpu,Montado,Luan,,0,13-01-2022,13-01-2022,Sim
01-03-2022,8,FON,Refrigerador,Panasonic,,,0,0,0,Não
01-03-2022,9,FON,Lavadora,Panasonic,Luan,Concluído,0,01-08-2022,01-08-2022,Sim
01-03-2022,10,FON,Forno De Embutir,Panasonic,Cvg / Guilherme,Concluído,0,01-04-2022,01-04-2022,Sim
01-03-2022,11,GON,Refrigerador,Panasonic,Cvg,Concluído,01-12-2022,15-01-2022,15-01-2022,Sim
01-03-2022,12,GON,Lavadora,Panasonic,Luan,Concluído,0,01-05-2021,01-05-2021,Sim
01-03-2022,13,GON,Refrigerador,Panasonic,Cvg,Concluído,0,01-03-2022,01-03-2022,Sim
01-03-2022,14,GON,Refrigerador,Panasonic,Cvg,DEV. SEM REPARO,0,0,17-01-2022,NÃO
01-03-2022,15,GON,Refrigerador,Panasonic,Luan,Concluído,0,01-04-2022,01-04-2022,Sim
01-03-2022,16,GON,Refrigerador,Panasonic,Guilherme,Concluído,0,01-08-2022,01-08-2022,Sim
01-03-2022,17,FON,Ar Condicionado,Midea,,,0,0,0,Não
01-03-2022,18,GON,Robo,Midea,Thiago,SEM DEFEITO,0,01-06-2022,01-10-2022,NÃO
01-04-2022,19,FB,Climatizador,Springer,Luan,Concluído,0,07-05-2022,19-07-2022,Sim
01-04-2022,20,GON,Refrigerador,Panasonic,Guilherme,Concluído,0,01-07-2022,01-07-2022,Sim
01-05-2022,21,GB,Robo,Wap,Carlos,SEM DEFEITO,0,01-05-2022,01-05-2022,NÃO
01-05-2022,22,GON,Lavadora,Panasonic,Luan,Concluído,0,01-12-2022,01-12-2022,Sim
01-05-2022,23,FB,Frigobar,Midea,,,0,0,0,Não
01-05-2022,24,GON,Lavadora,Panasonic,Luan,SEM DEFEITO,0,0,01-07-2022,NÃO
01-05-2022,25,GON,Refrigerador,Panasonic,Guilherme,Concluído,0,01-07-2022,01-07-2022,Sim
01-05-2022,26,GON,Ar Condicionado,Daikin,Guilherme,Concluído,0,01-10-2022,01-10-2022,Sim
01-05-2022,27,FON,Refrigerador,Panasonic,,,0,0,0,Não
01-05-2022,28,GON,Ar Condicionado,Midea,Cvg,Concluído,14-01-2022,14-01-2022,14-01-2022,Sim
01-06-2022,29,GON,Cooktop,Midea,Luan,Concluído,0,01-10-2022,01-10-2022,NÃO
01-06-2022,30,GON,Refrigerador,Panasonic,Guilherme,Concluído,0,01-11-2022,01-11-2022,Sim
01-06-2022,31,FON,Ar Condicionado,Midea,Guilherme/Ramon,Concluído,0,03-04-2022,03-04-2022,Sim
01-06-2022,32,GB,Fritadeira,Midea,Luiz,SEM CONSERTO,0,0,18-01-2022,NÃO
01-06-2022,33,GB,Robo,Midea,,,0,0,0,Não
01-06-2022,34,GON,Lavadora,Panasonic,Luan,Concluído,0,13-01-2022,13-01-2022,Sim
01-06-2022,35,GS,Refrigerador,Panasonic,Guilherme,Concluído,0,01-11-2022,01-11-2022,Sim
01-06-2022,36,GON,Lavadora,Panasonic,Luan,Concluído,0,01-10-2022,01-10-2022,Sim
01-07-2022,37,GON,Refrigerador,Panasonic,Guilheme,Concluído,0,01-11-2022,01-11-2022,Sim
01-07-2022,38,GB,Robo,Wap,Gabriel,Concluído,0,01-11-2022,13-01-2022,Sim
01-07-2022,39,GB,Robo,Wap,Thiago / Matheus,Concluído,0,14-01-2022,21-01-2022,Sim
01-07-2022,40,FB,Notebook,Dell,Luan,Concluído,0,24-01-2022,24-01-2022,Sim
01-08-2022,41,GB,Robo,Wap,,,0,0,0,Não
01-08-2022,42,FON,Lava E Seca,Midea,Luan,Concluído,0,25-01-2022,25-01-2022,Sim
01-08-2022,43,GON,Lavadora,Panasonic,Luan,Concluído,0,01-10-2022,01-10-2022,Sim
01-08-2022,44,FB,Climatizador,Consul,Luan,DESCARTE,0,0,15-01-2022,NÃO
,45,FB,Climatizador,Springer,Luiz,Concluído,0,28-01-2022,02-02-2022,Sim
01-08-2022,46,GON,Refrigerador,Panasonic,Cvg,Concluído,0,0,14-01-2022,NÃO
01-08-2022,47,GON,Lavadora,Panasonic,Cvg,Concluído,0,16-01-2022,16-01-2022,Sim
01-10-2022,48,GON,Ar Condicionado,Midea,Cvg,Concluído,0,04-07-2022,04-07-2022,Sim
01-10-2022,49,GON,Ar Condicionado,Midea,Cvg,Concluído,0,04-07-2022,04-07-2022,Sim
01-10-2022,50,GON,Lavadora,Panasonic,Luan,Concluído,0,14-01-2022,14-01-2022,Sim
01-10-2022,51,GON,Refrigerador,Panasonic,Cvg,Concluído,18-01-2022,24-01-2022,24-01-2022,Sim
01-11-2022,52,GON,Refrigerador,Panasonic,Cvg,TROCA DE PRODUTO,0,0,25-04-2022,NÃO
01-11-2022,53,GB,Microondas,Midea,Luiz,12/01/2022,0,01-12-2022,14-01-2022,Sim
01-11-2022,54,GON,Refrigerador,Midea,Cvg,RESSARCIMENTO,0,0,0,NÃO
01-10-2022,55,GON,Lavadora,Panasonic,Luan,Concluído,0,13-01-2021,13-01-2021,Sim
01-10-2022,56,FON,Refrigerador,Panasonic,,CANCELADA,0,0,22-01-2022,NÃO
01-10-2022,57,GB,Robo,Wap,Thiago,10/01/2022,0,01-11-2022,13-01-2022,Sim
01-10-2022,58,GON,Refrigerador,Panasonic,Cvg,Concluído,0,15-01-2022,15-01-2022,Sim
01-11-2022,59,GB,Robo,Midea,Gabriel,Concluído,19-01-2022,25-01-2022,31-01-2022,Sim
01-11-2022,60,GON,Refrigerador,Panasonic,Guilherme,Concluído,0,0,25-01-2022,N ÃO
01-11-2022,61,GON,Lavadora,Panasonic,Luan,Concluído,0,01-12-2021,01-12-2021,Sim
01-11-2022,62,GON,Refrigerador,Panasonic,Cvg,Concluído,21-01-2022,30-01-2022,30-01-2022,Sim
01-11-2022,63,GON,Lava E Seca,Midea,Luan,Concluído,0,01-12-2022,01-12-2022,Sim
01-11-2022,64,GB,Aspirador,Midea,Thiago,Concluído,0,14-01-2022,18-01-2022,Sim
01-12-2022,65,GB,Refrigerador,Panasonic,Guilherme,Concluído,0,28-01-2022,02-11-2022,NÃO
01-12-2022,66,FON,Refrigerador,Panasonic,Cvg,Concluído,0,14-01-2022,14-01-2022,Sim
01-12-2022,67,GB,Microondas,Panasonic,Luiz,Concluído,0,0,24-01-2022,NÃO
01-12-2022,68,GB,Robo,Wap,Matheus,Concluído,0,18-01-2022,21-01-2022,Sim
01-12-2022,69,GON,Refrigerador,Panasonic,Cvg,Concluído,0,14-01-2022,14-01-2022,Sim
01-12-2022,70,GON,Refrigerador,Panasonic,Cvg,Concluído,0,0,14-01-2022,NÃO
01-12-2022,71,GON,Lavadora,Panasonic,Luan,Concluído,0,13-01-2022,13-01-2022,Sim
01-12-2022,72,FB,Aquecedor,Midea,Luiz,SEM CONSERTO,0,0,24-01-2022,NÃO
01-12-2022,73,FON,Ar Condicionado,Midea,Cvg,Concluído,0,16-02-2022,16-02-2022,Sim
01-12-2022,74,FB,Aspirador,Wap,Luiz,Concluído,0,25-01-2022,06-03-2022,Não
01-12-2022,75,GON,Lavadora,Panasonic,Cvg,Concluído,0,15-01-2022,15-01-2022,Sim
01-12-2022,76,FB,Robo,Wap,Gabriel,SEM CONSERTO,0,0,21-02-2022,NÃO
13-01-2022,77,FB,Refrigerador,Panasonic,Guilherme,Concluído,0,28-01-2022,02-02-2022,Sim
13-01-2022,78,GON,Refrigerador,Panasonic,Cvg,Concluído,0,15-01-2022,15-01-2022,Sim
13-01-2022,79,FON,Refrigerador,Panasonic,Cvg,Concluído,0,14-01-2022,14-01-2022,Sim
13-01-2022,80,GON,Lava E Seca,Midea,,Concluído,19-01-2022,25-01-2022,25-01-2022,Sim
13-01-2022,81,GON,Refrigerador,Panasonic,Cvg,Concluído,0,14-01-2022,14-01-2022,Sim
13-01-2022,82,GB,Robo,Wap,Matheus,Concluído,0,19-01-2022,21-01-2022,Sim
13-01-2022,83,FB,Robo,Wap,Thiago,Concluído,0,16-02-2022,17-02-2022,Sim
14-01-2022,84,GB,Robo,Wap,Matheus,Concluído,19-01-2022,24-01-2022,25-01-2022,Sim
14-01-2022,85,GB,Robo,Wap,Matheus,Concluído,0,26-01-2022,02-02-2022,Sim
14-01-2022,86,GB,Robo,Midea,Luiz,SEM DEFEITO,0,0,02-09-2022,Não
14-01-2022,87,FB,Robo,Midea,,,0,0,0,Não
14-01-2022,88,FON,Lavadora,Panasonic,Cvg,Concluído,0,14-01-2022,14-01-2022,Sim
15-01-2022,89,GS,Micro-Ondas,Midea,Luan,Concluído,0,15-01-2022,15-01-2022,Sim
15-01-2022,90,GON,Refrigerador,Panasonic,Cvg,Concluído,0,0,15-01-2022,NÃO
15-01-2022,91,GB,Robo,Wap,Thiago / Luiz,Concluído,0,21-01-2022,22-01-2022,Sim
15-01-2022,92,GON,Lava E Seca,Midea,,,0,0,0,Não
15-01-2022,93,GON,Lavadora,Panasonic,Luan,Concluído,0,0,17-01-2022,NÃO
15-01-2022,94,GON,Lavadora,Midea,Luan,Concluído,0,20-01-2022,20-01-2022,Sim
15-01-2022,95,GON,Refrigerador,Panasonic,Guilherme,Concluído,0,25-01-2022,25-01-2022,Sim
17-01-2022,96,GON,Lavadora,Panasonic,Luan/Cvg,Concluído,0,23-02-2022,23-02-2022,Sim
17-01-2022,97,FON,Refrigerador,Panasonic,Cvg,Concluído,0,28-02-2022,28-02-2022,Sim
17-01-2022,98,GON,Refrigerador,Panasonic,Ramon,Concluído,0,28-03-2022,28-03-2022,Sim
17-01-2022,99,GB,Ar Portatil,Elgin,Cvg,SEM DEFEITO,0,0,04-09-2022,Sim
17-01-2022,100,GON,Lavadora,Panasonic,Luan,Concluído,0,0,18-01-2022,NÃO
17-01-2022,101,GB,Aspirador,Wap,Luiz,Concluído,21-01-2022,25-01-2022,27-01-2022,Sim
17-01-2022,102,GON,Lavadora,Panasonic,Luan,Concluído,0,20-01-2022,20-01-2022,Sim
17-01-2022,103,GON,Refrigerador,Panasonic,Luan,SEM CONSERTO,0,0,25-01-2022,NÃO
17-01-2022,104,FON,Notebook,Hp,Luan,Concluído,0,18-01-2022,18-01-2022,NÃO
17-01-2022,105,FON,Ar Condicionado,Lg,Guilherme,Concluído,0,18-01-2022,18-01-2022,Sim
17-01-2022,106,FON,Ar Condicionado,Midea,Cvg,Concluído,0,15-02-2022,15-02-2022,NÃO
17-01-2022,107,FB,Purificador,Midea,Luiz,Concluído,22-01-2022,25-01-2021,25-01-2022,Sim
17-01-2022,108,FON,Refrigerador,Panasonic,,,0,0,0,Não
18-01-2022,109,GON,Lavadora,Panasonic,Luan/Cvg,Concluído,31-01-2022,02-12-2021,02-12-2021,Sim
18-01-2022,110,GON,Lava E Seca,Midea,Luan,Concluído,0,20-01-2022,20-01-2022,Sim
18-01-2022,111,GB,Lavadora,Panasonic,Luan,Concluído,22-02-2022,28-02-2022,03-08-2022,NÃO
18-01-2022,112,FB,Notebook,Hp,,SEM RETORNO,0,0,02-10-2022,NÃO
18-01-2022,113,GON,Lava E Seca,Midea,Luan / Cvg,Concluído,0,25-01-2022,25-01-2022,Sim
18-01-2022,114,GB,Robo,Wap,Thiago,Concluído,0,19-01-2022,26-01-2022,Sim
18-01-2022,115,FB,Microondas,Midea,Luiz,SEM CONSERTO,0,0,29-01-2022,Não
18-01-2022,116,GB,Robo,Wap,Matheus,Concluído,0,24-01-2022,27-01-2022,Sim
18-01-2022,117,GB,Robo,Wap,Thiago,Concluído,0,21-01-2022,26-01-2022,Sim
18-01-2022,118,GB,Robo,Midea,Matheus,Concluído,0,0,20-01-2022,Sim
18-01-2022,119,FB,Ar Portatil,Midea,,SEM CONSERTO,0,0,03-02-2022,NÃO
19-01-2022,120,FB,Purificador,Midea,Luiz,SEM CONSERTO,0,0,31-01-2022,NÃO
19-01-2022,121,GON,Refrigerador,Panasonic,Carlos,Concluído,31-01-2022,02-11-2022,02-11-2022,Sim
19-01-2022,122,FON,Refrigerador,Panasonic,Luan,Concluído,0,26-01-2022,26-01-2022,Sim
19-01-2022,123,GB,Robo,Wap,Thiago,Concluído,0,02-03-2022,14-02-2022,Sim
19-01-2022,124,GON,Lavadora,Panasonic,Luan,Concluído,0,0,21-01-2022,NÃO
19-01-2022,125,GB,Robo,Wap,Gabriel,Concluído,0,24-01-2022,02-02-2022,Sim
19-01-2022,126,GB,Robo,Wap,Gabriel,Concluído,0,19-02-2022,22-02-2022,Sim
19-01-2022,127,GON,Lavadora,Panasonic,,,0,0,0,Não
19-01-2022,128,GB,Robo,Midea,Thiago,20/01/2022,0,21-01-2022,26-01-2022,Sim
19-01-2022,129,FON,Ar Condicionado,Midea,Guilherme,Concluído,0,21-01-2022,21-01-2022,Sim
20-01-2022,130,GON,Refrigerador,Panasonic,Cvg,Concluído,0,26-02-2022,26-02-2022,Sim
20-01-2022,131,GB,Robo,Wap,Thiago,SEM DEFEITO,0,0,02-04-2022,NÃO
20-01-2022,132,GB,Robo,,,,0,0,0,Não
20-01-2022,133,GB,Robo,Wap,Thiago,Concluído,0,22-01-2022,28-01-2022,Sim
20-01-2022,134,GON,Lava E Seca,Midea,Luan,Concluído,0,24-01-2022,24-01-2022,Sim
20-01-2022,135,GON,Lava E Seca,Midea,Luan,Concluído,0,24-01-2022,24-01-2022,Sim
20-01-2022,136,FB,Microondas,Eletrolux,,,0,0,0,Não
20-01-2022,137,GON,Refrigerador,Panasonic,,,02-04-2022,0,0,Não
20-01-2022,138,GON,Refrigerador,Panasonic,Cvg,Concluído,0,25-01-2022,25-01-2022,Sim
20-01-2022,139,GON,Lavadora,Panasonic,Luan,Concluído,0,0,25-01-2022,NÃO
21-01-2022,140,FON,Ar Condicionado,Midea,,CANCELADO,0,0,24-01-2022,NÃO
21-01-2022,141,FB,Fritadeira,Midea,Luiz,Concluído,0,31-01-2022,02-02-2022,Sim
21-01-2022,142,FB,Robo,Wap,Gabriel,Concluído,0,31-01-2022,02-03-2022,Sim
21-01-2022,143,GB,Aspirador,Midea,,,0,0,0,Não
21-01-2022,144,GB,Robo,Wap,Matheus,Concluído,0,02-09-2022,14-02-2022,Sim
21-01-2022,145,FB,Aspirador,Midea,Matheus,Concluído,0,02-01-2022,02-08-2022,Sim
21-01-2022,146,GB,Robo,Wap,Matheus,Concluído,0,21-02-2022,23-02-2022,Sim
21-01-2022,147,GB,Robo,Midea,Matheus,Concluído,0,26-01-2022,31-01-2022,Sim
21-01-2022,148,FB,Purificador,Midea,Luiz,SEM CONSERTO,0,0,02-08-2022,NÃO
22-01-2022,149,GON,Lavadora,Panasonic,Luan,Concluído,0,25-01-2022,25-01-2022,Sim
22-01-2022,150,GB,Robo,Wap,Thiago,Concluído,0,26-01-2022,02-08-2022,Sim
22-01-2022,151,GON,Lavadora,Panasonic,Luan,Concluído,0,24-01-2022,24-01-2022,Sim
24-01-2022,152,GON,Lavadora,Panasonic,Luan,Concluído,0,26-01-2022,26-01-2022,Sim
24-01-2022,153,GON,Refrigerador,Panasonic,Cvg,Concluído,0,26-02-2022,26-02-2022,Sim
24-01-2022,154,GON,Refrigerador,Panasonic,Cvg,Concluído,18-02-2022,26-02-2022,26-02-2022,Sim
24-01-2022,155,FB,Aspirador,Midea,Matheus,Concluído,0,02-01-2022,25-02-2022,Sim
24-01-2022,156,GON,Refrigerador,Panasonic,Cvg,Concluído,0,25-01-2022,25-01-2022,Sim
24-01-2022,157,GON,Lavadora,Panasonic,Luan/Cvg,Concluído,23-02-2022,15-02-2022,15-02-2022,Sim
24-01-2022,158,FB,Robo,Wap,Matheus,Concluído,0,16-02-2022,18-02-2022,Sim
24-01-2022,159,GON,Refrigerador,Panasonic,Cvg,Concluído,0,25-01-2022,25-01-2022,Sim
24-01-2022,160,GS,Micro-Ondas,Midea,Luiz,SEM DEFEITO,0,0,27-01-2022,NÃO
24-01-2022,161,GB,Robo,Wap,Matheus,Concluído,0,16-03-2022,18-03-2022,Sim
24-01-2022,162,GON,Lavadora,Panasonic,Luan,Concluído,0,25-01-2022,25-01-2022,Sim
24-01-2022,163,FB,Notebook,Lenovo,Luan/Carlos,Concluído,0,0,02-02-2022,Sim
25-01-2022,164,FON,Ar Condicionado,,,,0,0,0,Não
25-01-2022,165,GON,Lavadora,Panasonic,,CANCELADO,0,0,18-02-2022,Não
25-01-2022,166,FON,Refrigerador,Panasonic,Cvg,Concluído,0,02-07-2022,02-07-2022,Sim
25-01-2022,167,FON,Ar Condicionado,Midea,,CANCELADO,0,0,16-02-2022,Não
25-01-2022,168,GON,Refrigerador,Panasonic,,CANCELADO,0,0,18-02-2022,Não
25-01-2022,169,FON,Refrigerador,Panasonic,Guilherme,Concluído,0,29-01-2022,29-01-2022,Sim
25-01-2022,170,FB,Aspirador,Midea,Matheus,SEM DEFEITO,0,0,23-02-2022,Não
25-01-2022,171,GB,Robo,Wap,Matheus/Gabriel,Concluído,02-05-2022,14-02-2022,21-02-2022,Sim
25-01-2022,172,GON,Refrigerador,Panasonic,Guilherme,29/01/2022,0,29-01-2022,29-01-2022,Sim
25-01-2022,173,GON,Refrigerador,Panasonic,Cvg,Concluído,0,29-01-2022,29-01-2022,Sim
25-01-2022,174,FB,Climatizador,Midea,Luiz,Concluído,0,05-04-2022,22-10-2022,Sim
25-01-2022,175,FON,Lava E Seca,Midea,Cvg,Concluído,0,31-01-2022,31-01-2022,Sim
25-01-2022,176,FON,Ar Condicionado,Midea,Guilherme,Concluído,0,26-01-2022,26-01-2022,Sim
25-01-2022,177,GS,Ar Condicionado,Midea,,CANCELADO,0,0,03-09-2022,Não
25-01-2022,178,GB,Robo,Wap,,,0,0,0,Não
25-01-2022,179,FB,Robo,Wap,Gabriel,Concluído,0,31-01-2022,02-08-2022,Sim
25-01-2022,180,GON,Ar Condicionado,Daikin,Cvg,Concluído,31-01-2022,02-10-2022,02-10-2022,Sim
25-01-2022,181,GON,Lavadora,Panasonic,Cvg,Concluído,14-02-2022,02-05-2022,02-05-2022,Sim
26-01-2022,182,GB,Robo,Wap,Matheus,SEM DEFEITO,0,0,03-03-2022,NÃO
26-01-2022,183,GB,Fritadeira,Midea,Luiz,Concluído,19-02-2022,21-02-2022,22-02-2022,Sim
26-01-2022,184,GON,Lavadora,Panasonic,Cvg,Concluído,0,29-01-2022,29-01-2022,Sim
26-01-2022,185,GON,Ar De Janela,Midea,,REDIRECIONADO,0,0,0,NÃO
26-01-2022,186,GON,Lava E Seca,Midea,Cvg,Concluído,31-01-2022,02-07-2022,02-07-2022,Sim
26-01-2022,187,GB,Robo,Midea,Matheus/Gabriel,Concluído,02-05-2022,15-02-2022,18-02-2022,Sim
26-01-2022,188,FON,Lava E Seca,Midea,,CANCELADO,0,0,27-01-2022,NÃO
26-01-2022,189,GB,Robo,Midea,Matheus,SEM DEFEITO,0,0,02-11-2022,NÃO
26-01-2022,190,FB,Climatizador,Midea,Luiz,Concluído,03-05-2022,15-07-2022,15-07-2022,Sim
26-01-2022,191,GON,Ar Condicionado,Midea,,,0,0,0,Não
26-01-2022,192,FB,Fritadeira,Midea,Luiz,SEM CONSERTO,0,0,02-11-2022,NÃO
27-01-2022,193,GB,Aspirador,Wap,Matheus,Concluído,03-07-2022,03-11-2022,03-11-2022,Sim
27-01-2022,194,GON,Refrigerador,Panasonic,Cvg,Concluído,0,29-01-2022,29-01-2022,Sim
27-01-2022,195,GB,Micro-Ondas,Midea,Luiz,Concluído,0,28-01-2022,02-11-2022,Sim
27-01-2022,196,GON,Ar Condicionado,Midea,,REDIRECIONADO,0,0,0,NÃO
27-01-2022,197,GON,Ar Condicionado,Midea,,REDIRECIONADO,0,0,0,NÃO
27-01-2022,198,FB,Aspirador,Midea,Matheus,Concluído,0,18-02-2022,25-02-2022,Sim
27-01-2022,199,GON,Lava E Seca,Midea,Cvg,Concluído,14-02-2022,03-09-2022,03-09-2022,Sim
27-01-2022,200,GON,Lava E Seca,Midea,Cvg,SEM DEFEITO,0,0,30-01-2022,NÃO
27-01-2022,201,,Refrigerador,Panasonic,,,0,0,0,Não
27-01-2022,202,GON,Lavadora,Panasonic,Cvg,Concluído,0,30-01-2022,31-01-2022,Sim
27-01-2022,203,GON,Lavadora,Panasonic,,CANCELADO,0,0,0,NÃO
27-01-2022,204,FB,Robo,Wap,Luiz,Concluído,0,02-02-2022,02-03-2022,Sim
27-01-2022,205,FON,Lava E Seca,Midea,Cvg,Concluído,0,30-01-2022,30-01-2022,Sim
27-01-2022,206,FB,Robo,Wap,Gabriel,02/02/2022,0,14-03-2022,16-03-2022,Sim
27-01-2022,207,FB,Ar Condicionado,,,CANCELADO,0,0,15-03-2022,Não
28-01-2022,208,GON,Lava E Seca,Midea,,CANCELADO,0,0,02-07-2022,NÃO
28-01-2022,209,GON,Congelador Horizontal,Midea,Cvg,Concluído,0,29-01-2022,29-01-2022,NÃO
28-01-2022,210,FON,Refrigerador,Panasonic,,CANCELADO,0,0,29-01-2022,NÃO
28-01-2022,211,GON,Ar Condicionado,Midea,Cvg,Concluído,02-09-2022,14-03-2022,0,Não
28-01-2022,212,FON,Refrigerador,Panasonic,Cvg,Concluído,0,31-01-2022,31-01-2022,Sim
28-01-2022,213,GON,Lava E Seca,Midea,,REDIRECIONADO,0,0,21-02-2022,Não
28-01-2022,214,FB,Micro-Ondas,Brastemp,Luiz,Concluído,0,02-02-2022,06-03-2022,Sim
28-01-2022,215,GB,Robo,Wap,Gabriel,Concluído,0,02-03-2022,02-09-2022,Sim
28-01-2022,216,FB,Cpu,Montado,Luan,SEM CONSERTO,0,0,07-04-2022,Não
28-01-2022,217,GS,Refrigerador,Panasonic,Cvg,Concluído,0,15-02-2022,15-02-2022,Sim
28-01-2022,218,GON,Ar Condicionado,Midea,Guilherme/Ramon,Concluído,02-05-2022,03-04-2022,03-04-2022,Sim
29-01-2022,219,GON,Ar Condicionado,Daikin,,CANCELADO,0,0,02-07-2022,Não
29-01-2022,220,FB,Robo,Wap,Gabriel,SEM CONSERTO,0,0,26-03-2022,Não
29-01-2022,221,GB,Fritadeira,Midea,Luiz,Concluído,0,31-01-2022,02-05-2022,Sim
29-01-2022,222,FON,Refrigerador,Panasonic,Cvg,Concluído,0,30-01-2022,30-01-2022,Sim
31-01-2022,223,GB,Aspirador,Midea,Matheus/Thiago,Concluído,02-09-2022,24-02-2022,25-02-2022,Sim
31-01-2022,224,GON,Refrigerador,Panasonic,,CANCELADO,0,0,24-02-2022,NÃO
31-01-2022,225,GON,Lavadora,Panasonic,,CANCELADO,0,0,17-03-2022,Não
31-01-2022,226,FB,Notebook,Hd,Carlos,SEM CONSERTO,0,0,03-10-2022,Não
31-01-2022,227,GON,Lavadora,Panasonic,,CANCELADO,0,0,0,NÃO
31-01-2022,228,FON,Refrigerador,Panasonic,Guilherme/Cvg,Concluído,23-02-2022,03-09-2022,03-09-2022,Sim
31-01-2022,229,GON,Refrigerador,Panasonic,Cvg,Concluído,0,26-02-2022,26-02-2022,Sim
31-01-2022,230,FB,4 Controles,Carrier,Luiz,SEM CONSERTO,0,0,02-02-2022,NÃO
31-01-2022,231,GON,Refrigerador,Panasonic,Cvg,Concluído,0,18-03-2022,18-03-2022,Sim
31-01-2022,232,FON,Lava E Seca,Midea,Cvg,Concluído,03-05-2022,16-03-2022,16-03-2022,Sim
31-01-2022,233,GB,Robo,Wap,Matheus,Concluído,0,02-04-2022,02-10-2022,Sim
31-01-2022,234,FON,Ar Condicionado,Midea,,,0,0,0,Não
31-01-2022,235,GB,Robo,Wap,Luiz,Concluído,02-09-2022,16-02-2022,18-02-2022,Sim
02-01-2022,236,GON,Refrigerador,Panasonic,,CANCELADA,0,0,0,NÃO
02-01-2022,237,GB,Robo,Wap,Luiz,Troca,0,0,28-03-2022,Não
02-01-2022,238,GB,Robo,Wap,Luiz/Gabriel,Concluído,02-09-2022,14-02-2022,18-02-2022,Sim
02-01-2022,239,FON,Lavadora,Panasonic,Cvg,Concluído,0,03-09-2022,03-09-2022,Sim
02-01-2022,240,GB,Robo,Wap,Gabriel,SEM DEFEITO,0,0,02-11-2022,NÃO
02-01-2022,241,GON,Cooktop,Midea,,REDIRECIONADO,0,0,0,NÃO
02-01-2022,242,FON,Ar Condicionado,Midea,,CANCELADO,0,0,15-03-2022,Não
02-01-2022,243,GB,Robo,Wap,Luiz/Gabriel,Concluído,02-09-2022,16-02-2022,18-02-2022,Sim
02-01-2022,244,FON,Lavadora,Panasonic,Ramon,Concluído,0,14-04-2022,14-04-2022,Sim
02-02-2022,245,GB,Robo,Wap,Gabriel,Concluído,0,21-02-2022,03-05-2022,Sim
02-02-2022,246,GB,Micro-Ondas,Midea,Luiz,Concluído,0,02-03-2022,02-07-2022,Sim
02-02-2022,247,FB,Adega,Midea,Luiz,Concluído,0,17-02-2022,17-02-2022,Sim
02-02-2022,248,FB,Climatizador,Midea,Luiz,Concluído,0,17-02-2022,17-02-2022,Sim
02-02-2022,249,FB,Ar Condicionado,Springer,,SEM CONSERTO,0,0,17-02-2022,NÃO
02-03-2022,250,FB,Placa Ar Condicionado,-,Luiz,Concluído,0,14-02-2022,03-07-2022,Sim
02-03-2022,251,GB,Robo,Wap,Thiago,Concluído,14-02-2022,15-02-2022,18-02-2022,Sim
02-04-2022,252,GON,Congelador Horizontal,Midea,Cvg,Concluído,14-02-2022,19-02-2022,19-02-2022,Sim
02-04-2022,253,GB,Lavadora,Panasonic,Ramon,Concluído,25-03-2021,29-03-2022,30-03-2022,Sim
02-04-2022,254,GON,Refrigerador,Panasonic,Cvg,Concluído,0,19-02-2022,19-02-2022,Sim
02-04-2022,255,GON,Refrigerador,Panasonic,,,0,0,0,Não
02-04-2022,256,FON,Lavadora,Panasonic,,CANCELADO,0,0,02-07-2022,NÃO
02-04-2022,257,GON,Refrigerador,Panasonic,Cvg,Concluído,0,15-02-2022,15-02-2022,NÃO
02-04-2022,258,GB,Aspirador,Wap,Matheus,Concluído,0,25-02-2022,03-01-2022,Sim
02-04-2022,259,FON,Ar Condicionado,Midea,Danilo,Concluído,0,02-10-2022,02-10-2022,Sim
02-05-2022,260,FON,Ar Condicionado,Midea,Danilo,Concluído,0,17-02-2022,17-02-2022,Sim
02-05-2022,261,GB,Robo,Wap,Thiago,Concluído,0,02-11-2022,19-02-2022,Sim
02-05-2022,262,GB,Fritadeira,Midea,Luiz,Troca,0,0,03-02-2022,NÃO
02-05-2022,263,GB,Robo,Wap,,,0,0,0,Não
02-07-2022,264,GON,Lavadora,Panasonic,Cvg,Concluído,28-03-2022,19-03-2022,19-03-2022,Sim
02-07-2022,265,GON,Lavadora,Panasonic,,CANCELADO,0,0,17-03-2022,Não
02-07-2022,266,GB,Aspirador,Wap,Matheus,Concluído,24-02-2022,03-02-2022,02-07-2022,Sim
02-07-2022,267,FON,Ar Condicionado,Carrier,Cvg,Concluído,0,23-02-2022,23-02-2022,Sim
02-07-2022,268,FB,Climatizador,Springer,,,0,0,0,Não
02-08-2022,269,FON,Ar Condicionado,Fujitsu,,CANCELADO,0,0,04-01-2022,Não
