DATA,ORDEM,TIPO_DE_AT,APARELHO,MARCA,TECNICO,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO
13-10-2022,1704,GB,Forno,Midea,Luan,Concluído,21-10-2022,24-10-2022,26-10-2022,Sim
14-10-2022,1705,GON,Refrigerador,Panasonic,Luan,Concluído,0,22-10-2022,22-10-2022,Sim
14-10-2022,1706,FON,Lavadora,Panasonic,Luan,Concluído,0,24-10-2022,24-10-2022,Sim
14-10-2022,1707,FON,Lava E Seca,Midea,Luan,Concluído,0,14-10-2022,14-10-2022,Sim
14-10-2022,1708,FB,Notebook,Dell,Robson,SEM CONSERTO,0,0,04-03-2023,NÃO
14-10-2022,1709,GON,Lava E Seca,Midea,Luan,Concluído,0,11-11-2022,11-11-2022,Sim
15-10-2022,1710 D,FB,Robo,Wap,Mateus,Concluído,0,20-10-2022,25-10-2022,Sim
15-10-2022,1710,FB,Aspirador,Midea,Cvg,Concluído,0,21-10-2022,21-10-2022,Sim
15-10-2022,1711,GON,Lava Louças,Midea,,,0,0,0,Não
17-10-2022,1712,GON,Refrigerador,Panasonic,Cvg/Luan,Concluído,25-10-2022,27-10-2022,27-10-2022,Sim
17-10-2022,1713,GON,Refrigerador,Panasonic,Cvg,Concluído,28-10-2022,11-11-2022,11-11-2022,Sim
17-10-2022,1714,FON,Refrigerador,Panasonic,Cvg/Luan,Concluído,0,20-10-2022,20-10-2022,Sim
18-10-2022,1715,FON,Ar Condicionado,Carrier,Osiel,Concluído,0,25-11-2022,25-11-2022,Sim
18-10-2022,1716,GON,Lava E Seca,Midea,Cvg,Concluído,0,29-10-2022,29-10-2022,Sim
18-10-2022,1717,GON,Frigobar,Midea,Cvg / Luan,Concluído,11-03-2022,0,20-10-2022,Sim
18-10-2022,1718,GB,Robo,Wap,Thiago,Concluído,0,19-10-2022,21-10-2022,Não
18-10-2022,1719,FON,Lavadora,Panasonic,Luan,Concluído,0,11-08-2022,11-08-2022,NÃO
18-10-2022,1720,FON,Refrigerador,Panasonic,Luan,Concluído,0,20-10-2022,20-10-2022,Sim
18-10-2022,1721,FON,Refrigerador,Panasonic,Cvg,Concluído,0,20-10-2022,20-10-2022,SM
18-10-2022,1722,FB,Robo,Wap,Thiago,SEM CONSERTO,0,18-11-2022,18-11-2022,NÃO
18-10-2022,1723,GON,Lava Louças,Midea,Luan,Concluído,11-10-2022,14-11-2022,21-11-2022,Sim
18-10-2022,1724,GON,Refrigerador,Panasonic,Luan,Concluído,0,26-10-2022,26-10-2022,Sim
18-10-2022,1725,GON,Cervejeira,Midea,Cvg/Luan,Concluído,0,20-10-2022,20-10-2022,Sim
19-10-2022,1726,FB,Notebook,Dell,Robson,Concluído,0,19-10-2022,22-10-2022,Sim
19-10-2022,1727,FB,Robo,Wap,Thiago,Concluído,0,24-10-2022,25-10-2022,Sim
19-10-2022,1728,FB,Robo,Wap,Thiago,Concluído,0,21-10-2022,26-10-2022,Sim
20-10-2022,1729,GON,Lavadora,Panasonic,,CANCELADO,0,0,29-10-2022,Não
20-10-2022,1730,GON,Lavadora,Panasonic,Cvg,Concluído,11-08-2022,14-11-2022,14-11-2022,Sim
20-10-2022,1731,FON,Refrigerador,Panasonic,Luan,,0,0,0,Não
20-10-2022,1732,GON,Lavadora,Panasonic,Cvg,Concluído,0,22-10-2022,22-10-2022,Sim
20-10-2022,1733,GON,Refrigerador,Panasonic,Luan,Concluído,11-07-2022,24-10-2022,24-10-2022,Sim
20-10-2022,1734,GON,Lavadora,Panasonic,Cvg,Concluído,0,11-12-2022,11-12-2022,Sim
20-10-2022,1735,GON,Refrigerador,Panasonic,Luan,Concluído,26-10-2022,27-10-2022,27-10-2022,Sim
20-10-2022,1736,GON,Cooktop,Midea,Cvg,Concluído,0,22-10-2022,22-10-2022,Sim
20-10-2022,1737,GON,Lava E Seca,Midea,Luan,Concluído,0,24-10-2022,24-10-2022,Sim
20-10-2022,1738,FON,Lava E Seca,Midea,Luan / Osiel,Concluído,0,17-11-2022,17-11-2022,Sim
20-10-2022,1739,GON,Lavadora,Panasonic,Cvg,Concluído,0,29-10-2022,29-10-2022,Sim
20-10-2022,1740,GB,Microondas,Midea,Luan,Concluído,0,21-10-2022,26-10-2022,Sim
20-10-2022,1741,GB,Robo,Wap,Mateus,Concluído,26-10-2022,26-10-2022,11-04-2022,Sim
20-10-2022,1742,GB,Robo,Wap,Thiago,Concluído,0,25-10-2022,28-10-2022,Sim
21-10-2022,1743,FB,Aspirador,Midea,,,0,0,0,Não
21-10-2022,1744,FB,Refrigerador,Panasonic,,SEM CONSERTO,0,0,12-12-2022,NÃO
21-10-2022,1745,GON,Cooktop,Midea,Cvg,SEM CONSERTO,0,0,22-10-2022,Não
21-10-2022,1746,FB,Robo,Wap,Thiago,Concluído,0,27-10-2022,11-11-2022,Sim
22-10-2022,1747,FB,Robo,Wap,Thiago,SEM CONSERTO,0,0,29-10-2022,NÃO
24-10-2022,1748,GON,Lavadora,Panasonic,Cvg,Concluído,11-07-2022,29-10-2022,29-10-2022,Sim
24-10-2022,1749,GON,Refrigerador,Midea,Cvg,RESSARCIMENTO,0,0,14-11-2022,NÃO
24-10-2022,1750,FON,Refrigerador,Panasonic,Luan,Concluído,0,28-10-2022,28-10-2022,Sim
24-10-2022,1751,GON,Lavadora,Panasonic,Cvg,Concluído,11-01-2022,25-10-2022,25-10-2022,Sim
24-10-2022,1752,GB,Robo,Wap,Thiago,Concluído,0,26-10-2022,28-10-2022,Sim
24-10-2022,1753,FON,Lava E Seca,Midea,Cvg,Concluído,0,25-10-2022,25-10-2022,Sim
25-10-2022,1754,FB,Robo,Wap,Matheus,Concluído,0,11-01-2022,11-04-2022,Sim
25-10-2022,1755,FON,Lava E Seca,Midea,Luan,Concluído,0,29-10-2022,29-10-2022,Sim
25-10-2022,1756,FB,Aspirador,Wap,,,0,0,0,Não
25-10-2022,1757,FON,Refrigerador,Panasonic,Luan,Concluído,0,27-10-2022,27-10-2022,Sim
25-10-2022,1758,GON,Refrigerador,Panasonic,Cvg,Concluído,21-11-2022,11-11-2022,11-11-2022,Sim
25-10-2022,1759,FON,Lava E Seca,Midea,Cvg,Concluído,0,11-10-2022,11-10-2022,Sim
26-10-2022,1760,GB,Robo,Midea,Lucas/Thiago,Concluído,11-10-2022,11-11-2022,16-11-2022,Sim
26-10-2022,1761,GB,Microondas,Midea,Robson,Concluído,0,11-09-2022,17-11-2022,Sim
26-10-2022,1762,FB,Robo,Midea,Mateus,Concluído,0,11-01-2022,14-11-2022,Sim
26-10-2022,1763,FB,Adega,Midea,Robson,SEM CONSERTO,0,0,01-05-2023,NÃO
27-10-2022,1764,GON,Refrigerador,Panasonic,Cvg,Concluído,0,0,27-10-2022,NÃO
27-10-2022,1765,GON,Lava E Seca,Midea,Cvg,Concluído,11-03-2022,18-11-2022,18-11-2022,Sim
27-10-2022,1766,GON,Lava Louças,Midea,Luan,Concluído,0,11-04-2022,11-04-2022,Sim
27-10-2022,1767,FB,Microondas,Panasonic,Luan,SEM DEFEITO,0,0,11-11-2022,NÃO
27-10-2022,1768,GON,Lava Louças,Panasonic,Luan,Concluído,0,11-04-2022,11-04-2022,Sim
27-10-2022,1769,GON,Lavadora,Panasonic,Cvg,Concluído,0,29-10-2022,29-10-2022,Sim
27-10-2022,1770,FON,Refrigerador,Panasonic,Luan,Concluído,0,11-01-2022,11-01-2022,Sim
27-10-2022,1771,FON,Refrigerador,Panasonic,Cvg,Concluído,0,11-08-2022,11-08-2022,Sim
27-10-2022,1772,GB,Robo,Wap,Thiago,Concluído,11-03-2022,11-04-2022,11-07-2022,Sim
27-10-2022,1773,GB,Robo,Wap,Thiago,Concluído,11-01-2022,11-01-2022,11-07-2022,Sim
28-10-2022,1774,FON,Lava E Seca,Midea,Luan / Oziel,Concluído,0,16-11-2022,16-11-2022,Sim
28-10-2022,1775,GON,Cooktop,Midea,Cvg,Concluído,0,11-08-2022,11-08-2022,Sim
28-10-2022,1776,GB,Refrigerador,Panasonic,Oziel/Cvg/Robson,Concluído,13-12-2022,14-12-2022,16-12-2022,Sim
28-10-2022,1777,FB,Lavadora,Panasonic,Lua / Robson,Concluído,12-08-2022,12-09-2022,16-12-2022,Sim
28-10-2022,1778,GON,Refrigerador,Panasonic,Cvg,Concluído,0,16-12-2022,16-12-2022,Sim
28-10-2022,1779,GON,Refrigerador,Panasonic,Luan,Concluído,0,11-04-2022,11-04-2022,Sim
28-10-2022,1780,GB,Microondas,Panasonic,Luan,Concluído,0,11-09-2022,17-11-2022,Sim
28-10-2022,1781 -D,FB,Microondas,Panasonic,Luan,SEM CONSERTO,0,0,17-11-2022,Sim
28-10-2022,1781,GON,Lava E Seca,Midea,Robson/Luan/Cvg,Concluído,11-10-2022,11-12-2022,11-12-2022,Sim
28-10-2022,1782,GB,Micro-Ondas,Panasonic,Robson,Concluído,0,11-09-2022,11-09-2022,Sim
,1783,FON,Lavadora,Panasonic,Cvg,Concluído,0,11-04-2022,11-04-2022,Sim
28-10-2022,1784,FON,Lava E Seca,Midea,Luan,Concluído,0,0,11-01-2022,Sim
29-10-2022,1785,GB,Fritadeira,Midea,Thiago,Concluído,11-07-2022,14-11-2022,16-11-2022,Sim
31-10-2022,1786,FB,Robo,Liectroux,Lucas,SEM CONSERTO,0,0,16-12-2022,NÃO
31-10-2022,1787,GB,Fritadeira,Midea,Thiago,RESSARCIMENTO,0,0,07-04-2023,NÃO
31-10-2022,1788,GB,Fritadeira,Midea,Thiago,Concluído,16-11-2022,17-11-2022,17-11-2022,Sim
31-10-2022,1789,FON,Refrigerador,Panasonic,Luan,Concluído,0,11-04-2022,11-04-2022,Sim
31-10-2022,1790,GB,Robo,Wap,Thiago,SEM DEFEITO,0,0,11-07-2022,NÃO
11-01-2022,1791,FON,Refrigerador,Panasonic,Cvg,Concluído,0,11-11-2022,11-11-2022,Sim
11-01-2022,1792,FON,Lavadora,Panasonic,Luan,Concluído,0,11-03-2022,11-03-2022,Sim
11-01-2022,1793,FON,Lavadora,Panasonic,Claudio,CANCELADA,0,17-11-2022,17-11-2022,NÃO
11-01-2022,1794,FON,Lavadora,Panasonic,Cvg,Concluído,0,11-07-2022,11-07-2022,Sim
11-01-2022,1795,FB,Robo,Wap,Thiago,Concluído,0,30-11-2022,12-07-2022,Sim
11-01-2022,1796,GON,Lava E Seca,Midea,Luan/Osiel,Concluído,12-01-2022,12-05-2022,12-05-2022,Sim
11-01-2022,1797,GB,Fritadeira,Midea,,,0,0,0,Não
11-01-2022,1798,GON,Lava E Seca,Midea,Luan/Osiel,Concluído,11-11-2022,23-11-2022,23-11-2022,Sim
11-01-2022,1799,GON,Lava E Seca,Midea,Cvg,Concluído,0,11-04-2022,11-04-2022,Sim
11-01-2022,1800,GON,Lava E Seca,Midea,Luan,Concluído,0,11-04-2022,11-04-2022,NÃO
11-01-2022,1801,GON,Lava E Seca,Midea,Cvg / Luan,Concluído,23-11-2022,28-11-2022,29-11-2022,Sim
11-03-2022,1802,GB,Fritadeira,Midea,Thiago,Concluído,0,11-03-2022,11-07-2022,Sim
11-03-2022,1803,GON,Lava E Seca,Midea,Luan / Osiel,Concluído,0,29-11-2022,29-11-2022,Sim
11-03-2022,1804,GON,Lava E Seca,Midea,Luan,Concluído,0,11-04-2022,11-04-2022,NÃO
11-03-2022,1805,GON,Lavadora,Midea,Luan,Concluído,0,11-04-2022,11-04-2022,NÃO
11-03-2022,1806,GON,Refrigerador,Panasonic,Cvg,Concluído,0,11-07-2022,11-07-2022,Sim
11-03-2022,1807,GON,Lavadora,Panasonic,Cvg,Concluído,0,11-04-2022,11-04-2022,Sim
11-03-2022,1808,GON,Cooktop,Midea,Cvg,Concluído,0,11-09-2022,11-09-2022,NÃO
11-04-2022,1809,GB,Micro-Ondas,Midea,Luan,Concluído,18-11-2022,11-09-2022,16-11-2022,Sim
11-04-2022,1810,FON,Ar Condicionado,Midea,,CANCELADO,0,0,02-02-2023,NÃO
11-04-2022,1811,GON,Lava E Seca,Midea,Cvg,Concluído,0,17-11-2022,17-11-2022,NÃO
11-04-2022,1812,GON,Cooktop,Panasonic,Cvg,SEM DEFEITO,0,0,11-07-2022,NÃO
11-07-2022,1813,FB,Robo,Wap,Mateus,Concluído,0,11-11-2022,17-11-2022,Sim
11-07-2022,1814,GON,Frigobar,Midea,Cvg,Concluído,21-11-2022,22-11-2022,22-11-2022,Sim
11-07-2022,1815,DUPLICADA,,,,,0,0,0,Não
11-08-2022,1816,FON,Refrigerador,Panasonic,,CANCELADO,0,0,11-10-2022,NÃO
11-08-2022,1817,FB,Robo,Wap,Matheus,SEM CONSERTO,0,0,16-11-2022,NÃO
11-08-2022,1818,FB,Aspirador,Wap,Matheus,Concluído,0,16-11-2022,21-11-2022,Sim
11-08-2022,1819,FB,Robo,Wap,Matheus Rosa,Concluído,0,11-10-2022,17-11-2022,Sim
11-08-2022,1820,GON,Cooktop,Midea,Cvg,Concluído,0,17-11-2022,17-11-2022,NÃO
11-08-2022,1821,GS,Refrigerador,Panasonic,Cvg,Concluído,0,03-09-2023,03-09-2023,Sim
11-08-2022,1822,GB,Microondas,Panasonic,Robson,,0,0,0,Não
11-08-2022,1823,GON,Lava E Seca,Midea,Cvg,Concluído,12-12-2022,17-01-2023,17-01-2023,NÃO
11-08-2022,1824,FON,Coifa,Midea,,CANCELADO,0,0,0,NÃO
11-08-2022,1825,GON,Lava Louças,Midea,Luan,SEM DEFEITO,0,17-11-2022,25-11-2022,NÃO
11-08-2022,1826,GON,,,,,0,0,0,Não
11-09-2022,1827,FB,Robo,Wap,Thiago,Concluído,0,14-11-2022,16-11-2022,Sim
11-09-2022,1828,GB,Microonda,Midea,Luan,Concluído,0,11-09-2022,18-11-2022,Sim
11-09-2022,1829,GON,Lavadora,Panasonic,Cvg,Concluído,0,11-12-2022,11-12-2022,Sim
11-09-2022,1830,GON,Lavadora,Panasonic,Cvg / Luan,Concluído,25-11-2022,29-11-2022,29-11-2022,Sim
11-09-2022,1831,GON,Lava Louças,Midea,Cvg / Luan / Osiel,Troca,0,0,03-06-2023,Sim
11-09-2022,1832,FON,Lavadora,Panasonic,,,0,0,0,Não
11-09-2022,1833,FB,Fritadeira,Midea,Thiago,DESCARTE,0,11-11-2022,16-02-2023,NÃO
11-09-2022,1834,GB,Robo,Wap,Thiago,Concluído,0,18-11-2022,23-11-2022,Sim
11-10-2022,1835,GB,Robo,Wap,Thiago,Concluído,0,11-10-2022,21-11-2022,Sim
11-10-2022,1836,GON,Refrigerador,Panasonic,Cvg,Concluído,0,11-12-2022,11-12-2022,Sim
11-10-2022,1837,GON,Refrigerador,Panasonic,Cvg,Concluído,21-11-2022,22-11-2022,22-11-2022,Sim
11-10-2022,1838,GB,Robo,Wap,Thiago,Concluído,0,0,11-05-2022,Sim
11-10-2022,1839,FB,Robo,Wap,Matheus Rosa,Concluído,0,12-06-2022,12-09-2022,Sim
11-10-2022,1840,GON,Refrigerador,Panasonic,Cvg,CONCLUÍDO,0,11-10-2022,11-10-2022,Sim
11-10-2022,1841,GON,Lava E Seca,Midea,Robson,CANCELADA,0,0,0,NÃO
11-10-2022,1842,GON,Frigobar,Midea,,,0,0,0,Não
11-10-2022,1843,GON,Lava E Seca,Midea,Cvg / Luan / Osiel,Concluído,0,21-11-2022,24-11-2022,NÃO
11-10-2022,1844,GON,Congelador Horizontal,Midea,,CANCELADA,0,0,17-11-2022,NÃO
11-11-2022,1845,GON,Lava E Seca,Midea,,CANCELADA,0,0,25-11-2022,NÃO
11-11-2022,1846,GON,Lava E Seca,Midea,Luan/Oziel,Concluído,18-11-2022,18-11-2022,18-11-2022,Não
11-11-2022,1847,GON,Lava E Seca,Midea,Osiel,Concluído,12-01-2022,12-06-2022,12-06-2022,Sim
11-11-2022,1848,GON,Lavadora,Panasonic,Cvg,Concluído,0,18-11-2022,18-11-2022,Sim
11-11-2022,1849,FB,Robo,Wap,,,0,0,0,Não
11-11-2022,1850,GON,Refrigerador,Panasonic,Luan / Osiel,Concluído,21-11-2022,24-11-2022,24-11-2022,Sim
11-11-2022,1851,GON,Refrigerador,Panasonic,Cvg,Concluído,0,21-11-2022,21-11-2022,Sim
11-11-2022,1852,FB,Aspirador,Midea,Lucas,Concluído,0,30-11-2022,13-12-2022,Sim
11-11-2022,1853,GON,Lavadora,Panasonic,Cvg,Concluído,0,17-11-2022,17-11-2022,Sim
14-11-2022,1854,FON,Refrigerador,Panasonic,Cvg,Concluído,0,13-12-2022,13-12-2022,Sim
14-11-2022,1855,FB,Robo,Wap,Matheus,Concluído,0,23-11-2022,12-07-2022,Sim
14-11-2022,1856,1661,Lavadora,Panasonic,Cvg / Luan,Concluído,23-11-2022,12-02-2022,12-02-2022,Sim
14-11-2022,1857,GB,Robo,Midea,Thiago,Concluído,21-11-2022,22-11-2022,23-11-2022,Não
14-11-2022,1858,GB,Robo,Wap,Mateus,Concluído,12-01-2022,12-02-2022,15-12-2022,Sim
14-11-2022,1859,FON,Ar Condicionado,Midea,Cvg,CANCELADO,0,0,01-04-2023,NÃO
14-11-2022,1860,GS,Micro- Ondas,Midea,Luan,CONCLUÍDO,0,0,16-11-2022,Sim
14-11-2022,1861,FON,Refrigerador,Panasonic,Cvg,CANCELADO,0,0,01-04-2023,NÃO
16-11-2022,1862,GS,Robo,Midea,Thiago,Concluído,0,28-11-2022,16-12-2022,Sim
16-11-2022,1863,FG,Lavadora,Panasonic,Luan,GARANTIA NEGADA,0,0,25-11-2022,NÃO
16-11-2022,1864,FON,Refrigerador,Panasonic,Luan / Osiel,Concluído,0,17-11-2022,17-11-2022,Sim
16-11-2022,1865,GON,Lavadora,Panasonic,Luan/  Osiel,Concluído,0,18-11-2022,18-11-2022,Sim
16-11-2022,1866,GB,Filtro De Agua,Midea,Luan,Concluído,0,12-06-2022,12-09-2022,Sim
16-11-2022,1866-D,GON,Refrigerador,Panasonic,Cvg,Concluído,25-11-2022,29-11-2022,29-11-2022,Sim
16-11-2022,1867,GS,Lava E Seca,Midea,Osiel,SEM DEFEITO,0,0,28-11-2022,NÃO
17-11-2022,1868,GB,Robo,Wap,Mateus,Concluído,24-11-2022,25-11-2022,12-02-2022,Sim
17-11-2022,1869,FON,Frizer,,Osiel,Concluído,0,24-11-2022,24-11-2022,Sim
17-11-2022,1870,GON,Lavadora,Panasonic,Cvg,Concluído,0,18-11-2022,18-11-2022,Sim
17-11-2022,1871,GON,Refrigerador,Panasonic,,CANCELADO,0,0,22-11-2022,NÃO
18-11-2022,1872,GB,Micro- Ondas,Midea,Luan,Concluído,01-04-2023,01-05-2023,16-01-2023,Sim
18-11-2022,1873,FB,Robo,Wap,,,0,0,0,Não
18-11-2022,1874,FB,Ar-Condicionado Portatil,Midea,"Luan,Osiel",Concluído,0,12-09-2022,12-09-2022,Sim
18-11-2022,1875,FB,Ar-Condicionado Portatil,Midea,,,0,0,0,Não
18-11-2022,1876,GB,Robo,Wap,Thiago,Concluído,12-09-2022,12-12-2022,17-12-2022,Sim
18-11-2022,1877,FB,Ar-Condicionado,Midea,Osiel,Concluído,0,22-11-2022,22-11-2022,NÃO
18-11-2022,1878,GON,Lava E Seca,Midea,Cvg,Concluído,0,0,18-11-2022,NÃO
18-11-2022,1879,GB,Robo,Midea,Mateus,Concluído,0,23-11-2022,23-11-2022,Sim
21-11-2022,1880,FB,Robo,Wap,Mateus,DESCARTE,0,30-11-2022,16-02-2023,NÃO
21-11-2022,1881,GON,Lava E Seca,Midea,,,0,0,0,Não
21-11-2022,1882,GON,Lavadora,Midea,Luan / Osiel,Concluído,0,23-11-2022,23-11-2022,Sim
21-11-2022,1883,GON,Lavadora,Panasonic,Cvg,Concluído,0,21-11-2022,21-11-2022,Sim
21-11-2022,1884,FON,Lava E Seca,Midea,,CANCELADO,0,0,12-05-2022,NÃO
21-11-2022,1885,GON,Refrigerador,Panasonic,Luan / Oziel,Concluído,0,12-02-2022,12-02-2022,Sim
22-11-2022,1886,GON,Lavadora,Panasonic,Cvg,Concluído,0,26-11-2022,26-11-2022,Sim
22-11-2022,1887,GON,Cervejeira,Midea,Luan / Oziel,Concluído,0,23-11-2022,23-11-2022,NÃO
22-11-2022,1888,GON,Lavadora,Panasonic,Cvg,Concluído,0,25-11-2022,25-11-2022,Sim
22-11-2022,1889,GON,Lava E Seca,Midea,Cvg,Concluído,0,0,0,Não
22-11-2022,1890,FB,Lavadora,Panasonic,Robson,Concluído,0,30-11-2022,12-09-2022,Sim
22-11-2022,1891,GON,Lava E Seca,Midea,Luan / Oziel,Concluído,0,23-11-2022,23-11-2022,NÃO
22-11-2022,1892,GON,Lavadora,Panasonic,,,0,0,0,Não
22-11-2022,1893,GON,Lava E Seca,Midea,Cvg,Concluído,12-01-2022,12-07-2022,12-07-2022,Sim
22-11-2022,1894,GON,Refrigerador,Panasonic,Cvg,Concluído,29-11-2022,30-11-2022,30-11-2022,Sim
22-11-2022,1895,GON,Lavadora,Panasonic,Cvg,Concluído,12-02-2022,26-11-2022,26-11-2022,Sim
22-11-2022,1896,GON,Lavadora,Midea,,CANCELADA,0,0,29-11-2022,NÃO
22-11-2022,1897,GON,Lavadora,Panasonic,Cvg,Concluído,0,23-11-2022,23-11-2022,Sim
22-11-2022,1898,FON,Lavadora,Panasonic,Luan,Concluído,12-08-2022,12-12-2022,12-12-2022,Sim
22-11-2022,1899,GON,Lavadora,Panasonic,Cvg,Concluído,12-02-2022,12-03-2022,12-03-2022,Sim
22-11-2022,1900,GON,Lavadora,Panasonic,Cvg,Concluído,0,12-03-2022,12-03-2022,Sim
22-11-2022,1901,FON,Refrigerador,Panasonic,Cvg,Concluído,0,01-07-2023,01-07-2023,Sim
22-11-2022,1902,FON,Cooktop,Midea,Cancelada,SEM CONSERTO,0,0,0,NÃO
22-11-2022,1903,GB,Robo,Wap,Thiago,Concluído,12-09-2022,12-12-2022,19-12-2022,Sim
23-11-2022,1904,GB,Robo,Midea,Lucas,Concluído,12-06-2022,12-07-2022,20-12-2022,Sim
23-11-2022,1905,FB,Robo,Wap,Mateus,Concluído,0,12-02-2022,12-08-2022,Sim
23-11-2022,1906,FB,Climatizador,Midea,Thiago,Concluído,0,12-06-2022,15-12-2022,Sim
23-11-2022,1907,FB,Robo,Wap,Mateus,Concluído,0,12-08-2022,21-12-2022,Sim
23-11-2022,1908,GON,Refrigerador,Midea,,,0,0,0,Não
24-11-2022,1909,GB,Robo,Wap,Robson,Concluído,0,16-12-2022,16-12-2022,Sim
24-11-2022,1910,GB,Robo,Wap,Mateus,Concluído,12-01-2022,12-06-2022,20-12-2022,Sim
24-11-2022,1911,FB,Ar Condicionado Portátil,Midea,Cvg,CANCELADO,0,0,05-03-2023,NÃO
24-11-2022,1912,GB,Robo,Wap,Thiago,Concluído,30-11-2022,30-11-2022,12-05-2022,Sim
24-11-2022,1913,FON,Cervejeira,Midea,,SEM CONSERTO,0,0,31-01-2023,NÃO
24-11-2022,1914,FON,Ar Condicionado,Daikin,Cvg,CANCELADO,0,0,0,NÃO
24-11-2022,1915,FON,Ar Condicionado,Midea,Cvg,CANCELADO,0,0,0,NÃO
25-11-2022,1916,GON,Refrigerador,Panasonic,Cvg,Concluído,0,25-11-2022,25-11-2022,Sim
25-11-2022,1917,GON,Lavadora,Midea,,,0,0,0,Não
25-11-2022,1918,GON,Refrigerador,Midea,Osiel/Jacleilson,Concluído,01-04-2023,01-12-2023,01-12-2023,Sim
25-11-2022,1919,GON,Lavadora,Panasonic,Cvg,Concluído,0,26-11-2022,26-11-2022,Sim
28-11-2022,1920,FB,Robo,Wap,,,0,0,0,Não
28-11-2022,1921,GON,Lavadora,Panasonic,,CANCELADO,0,0,12-02-2022,NÃO
28-11-2022,1922,FON,Refrigerador,Panasonic,Osiel/Luan,Concluído,0,12-05-2022,12-05-2022,Sim
28-11-2022,1923,GB,Microondas,Panasonic,,PERDA DE GARANTIA,0,0,0,NÃO
28-11-2022,1924,GB,Robo,Wap,Thiago,Concluído,0,12-06-2022,13-12-2022,Sim
28-11-2022,1925,GB,Fritadeira,Midea,Thiago,Concluído,12-06-2022,12-08-2022,12-08-2022,Sim
29-11-2022,1926,GB,Lavadora,Panasonic,Cvg,PRÉ OS REJEITADA,0,0,12-01-2022,NÃO
29-11-2022,1927,FB,Robo,Wap,Mateus,Concluído,0,12-08-2022,12-12-2022,Sim
29-11-2022,1928,GB,Robo,Wap,Mateus,SEM DEFEITO,0,30-11-2022,0,Não
29-11-2022,1929,GON,Refrigerador,Panasonic,Luan/Osiel,Concluído,0,12-01-2022,12-01-2022,Sim
29-11-2022,1930,GB,Fritadeira,Midea,Thiago,RESSARCIMENTO,0,0,07-04-2023,NÃO
29-11-2022,1931,GS,Aspirador,Midea,Mateus,SEM DEFEITO,0,12-01-2022,12-05-2022,NÃO
29-11-2022,1932,GON,Lavadora,Panasonic,Luan / Osiel,Concluído,0,12-01-2022,12-01-2022,Sim
29-11-2022,1933,GON,Lavadora,Panasonic,Cvg,Concluído,0,12-03-2022,12-03-2022,Sim
29-11-2022,1934,GON,Lavadora,Panasonic,Cvg,Concluído,0,12-06-2022,12-06-2022,Sim
29-11-2022,1935,GON,Refrigerador,Panasonic,Cvg,PERDA DE GARANTIA,0,0,12-03-2022,NÃO
29-11-2022,1936,GB,Robo,Wap,Thiago,Concluído,0,12-01-2022,20-12-2022,Sim
29-11-2022,1937,GB,Microondas,Toshiba,Luan,Concluído,0,30-11-2022,12-02-2022,Sim
29-11-2022,1938,GB,Robo,Wap,Thiago,Concluído,0,12-06-2022,13-12-2022,Sim
29-11-2022,1939,FB,Robo,Lietroux,Lucas,SEM CONSERTO,0,0,16-02-2023,NÃO
30-11-2022,1940,GON,Lava E Seca,Midea,Luan / Cvg,SEM CONSERTO,01-03-2023,0,0,NÃO
30-11-2022,1941,GON,Refrigerador,Panasonic,Cvg,PRÉ OS REJEITADA,0,0,12-01-2022,NÃO
30-11-2022,1942,GB,Robo,Wap,Thiago,Concluído,12-06-2022,12-08-2022,12-09-2022,Sim
30-11-2022,1943,GB,Robo,Wap,Thiago,Concluído,0,12-05-2022,28-04-2023,Sim
12-01-2022,1944,GON,Refrigerador,Panasonic,Cvg,Concluído,0,12-03-2022,12-03-2022,Sim
12-01-2022,1945,GB,Robo,Wap,Thiago / Matheus,Concluído,0,12-07-2022,12-07-2022,Sim
12-01-2022,1946,GON,Lavadora,Panasonic,Cvg,Concluído,0,12-10-2022,12-10-2022,Sim
12-01-2022,1947,GB,Fritadeira,Midea,Thiago,Concluído,12-09-2022,12-09-2022,13-12-2022,Sim
12-01-2022,1948,FON,Refrigerador,Panasonic,Cvg,Concluído,0,12-03-2022,12-03-2022,Sim
12-01-2022,1949,GON,Refrigerador,Panasonic,Cvg,Concluído,0,12-03-2022,12-03-2022,Sim
12-01-2022,1950,GB,Microondas,Panasonic,Luan,Concluído,0,12-06-2022,12-06-2022,Sim
12-01-2022,1951,FB,Robo,Wap,Thiago,Troca,0,0,12-08-2022,NÃO
12-01-2022,1952,GON,Lava E Seca,Midea,Osiel,Concluído,17-12-2022,0,20-12-2022,Sim
12-01-2022,1952- D,FB,Robo,Wap,,,0,0,0,Não
12-01-2022,1953,GB,Fritadeira,Midea,Thiago,Concluído,12-09-2022,13-12-2022,01-03-2023,Sim
12-02-2022,1954,GB,Fritadeira,Midea,Thiago,Concluído,0,16-12-2022,19-12-2022,Sim
12-02-2022,1955,FON,Refrigerador,Panasonic,Cvg,Concluído,0,12-06-2022,12-06-2022,Não
12-02-2022,1956,GON,Lava E Seca,Midea,Cancelado,CANCELADO,0,0,0,NÃO
12-02-2022,1957,GB,Aspirador,Wap,Thiago,Concluído,0,14-12-2022,20-12-2022,Sim
