DATA,TIPO DE AT.,APARELHO,MARCA,TECNICO,STATUS,PEÇA RECEBIDA,PRONTO,SAÍDA,CONSERTADO?
08-02-2023,FON,Refrigerador,Panasonic,Osiel,Concluído,0,10-02-2023,10-02-2023,Sim
08-02-2023,GON,Refrigerador,Panasonic,Osiel,Concluído,0,09-02-2023,09-02-2023,Sim
08-02-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,12-02-2023,12-02-2023,Sim
08-02-2023,GB,Robo,Midea,Matheus,Concluído,17-02-2023,23-02-2023,28-02-2023,Sim
0,FON,Lavadora,Panasonic,0,Cancelado,0,0,14-02-2023,Não
09-02-2023,FON,Arcondicionado,Midea,Cvg,Concluído,0,20-03-2023,20-03-2023,Sim
09-02-2023,GON,Robo,Midea,Mateus,Concluído,17-02-2023,20-02-2023,03-03-2023,Sim
09-02-2023,FB,Robo,Wap,Mateus,Concluído,0,28-02-2023,08-03-2023,Sim
09-02-2023,FON,Cookptop Indvitro,Panasonic,Claudio,Concluído,0,12-05-2023,12-05-2023,0
09-02-2023,GON,Cookptop,Panasonic,Osiel / Cvg,Concluído,0,13-02-2023,13-02-2023,Sim
09-02-2023,GON,Refrigerador,Panasonic,Cvg / Osiel,Não Concluido,10-03-2023,0,0,Não
09-02-2023,GON,Lavadora,Panasonic,Osiel,Concluído,0,10-02-2023,10-02-2023,Sim
09-02-2023,GB,Robo,Wap,Thiago,Concluído,14-02-2023,16-02-2023,23-02-2023,Sim
09-02-2023,GON,Refrigarador,Panasonic,Cvg,Concluído,0,24-02-2023,24-02-2023,Sim
09-02-2023,GON,Refrigerador,Panasonic,0,Cancelado,0,0,02-03-2023,Não
10-02-2023,GON,Refrigerador,Panasonic,Osiel / Cvg,Concluído,0,24-02-2023,24-02-2023,Sim
10-02-2023,GB,Micro-Ondas,Midea,Thiago,Concluído,0,15-02-2023,28-02-2023,Sim
10-02-2023,GB,Micro-Ondas,Midea,Thiago,Concluído,0,16-02-2023,28-02-2023,Sim
10-02-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,16-02-2023,24-02-2023,24-02-2023,Sim
10-02-2023,GON,Refrigerador,Panasonic,0,Troca,0,0,05-04-2023,Não
10-02-2023,GON,Lavadora,Panasonic,Osiel,Concluído,27-02-2023,08-03-2023,08-03-2023,Sim
10-02-2023,GON,Robo,Midea,Matheus,Concluído,01-03-2023,06-03-2023,10-03-2023,Sim
10-02-2023,FON,Refrigerador,Panasonic,0,Cancelado,0,0,16-02-2023,Não
13-02-2023,GB,Robo,Midea,0,Ressarcimento,0,0,23-06-2023,Não
13-02-2023,CORTESIA,Purificador,Midea,Cvg,Concluído,0,20-02-2023,21-02-2023,Sim
13-02-2023,GON,Lavadora,Panasonic,Osiel / Cvg,Concluído,0,28-02-2023,28-02-2023,Sim
13-02-2023,GON,Coifa,Panasonic,0,Cancelado,0,0,03-03-2023,Não
13-01-2023,GON,0,0,0,0,0,0,0,0
13-02-2023,GB,Aspirador,Midea,Thiago,Concluído,17-02-2023,20-02-2023,23-02-2023,Sim
13-02-2023,GB,Robo,Wap,Thiago,Cncluido,16-02-2023,17-02-2023,10-05-2023,Sim
13-02-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,16-02-2023,16-02-2023,Sim
13-02-2023,FON,Lavadora,Panasonic,0,Cancelado,0,0,15-02-2023,Não
14-02-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,16-02-2023,16-02-2023,Sim
14-02-2023,GON,Refrigerador,Panasonic,Osiel,Concluído,0,16-02-2023,16-02-2023,Sim
14-02-2023,GB,Refrigerador,Panasonic,Cvg E Brenno,Troca Panasonic,02-05-2023,0,20-04-2023,Não
14-02-2023,GON,Refrigerador,Panasonic,Osiel,Concluído,27-02-2023,06-03-2023,06-03-2023,Sim
14-02-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,28-02-2023,28-02-2023,Sim
14-02-2023,FB,Vasoura,Midea,Mateus,Concluído,0,09-03-2023,30-03-2023,Sim
14-02-2023,FON,Lavadora,Panasonic,Osiel,Concluído,0,23-02-2023,23-02-2023,Sim
14-02-2023,GB,Aspirador,Midea,Thiago,Concluído,01-03-2023,08-03-2023,13-03-2023,Sim
14-02-2023,GB,Robo,Wap,Mateus,Concluído,03-03-2023,13-03-2023,15-03-2023,Sim
14-02-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,01-03-2023,03-03-2023,03-03-2023,Sim
15-02-2023,FON,Lavadora,Panasonic,Cvg,Sem Conserto,0,0,17-02-2023,Não
15-02-2023,GON,Refrigerador,Panasonic,Osiel,Concluído,0,27-02-2023,27-02-2023,Sim
15-02-2023,FB,Computador,Positivo,0,Sem Conserto,0,0,17-02-2023,Não
15-02-2023,FON,Lava E Seca,Midea,0,Cancelado,0,0,23-02-2023,Não
0,ORDEM PULADA,0,0,0,0,0,0,0,0
15-02-2023,FB,Robo,Wap,Mateus,Concluído,0,07-03-2023,07-03-2023,Sim
15-02-2023,GON,Refrigerador,Panasonic,Osiel,Concluído,0,03-03-2023,03-03-2023,Sim
15-02-2023,FON,Lava E Seca,Midea,Osiel,Concluído,0,17-02-2023,17-02-2023,Sim
16-02-2023, GON,Refrigerador,Panasonic,Osiel,Concluído,27-02-2023,16-02-2023,16-02-2023,Sim
16-02-2023,FON,Lavadora,Panasonic,Cvg,Concluído,0,16-02-2023,16-02-2023,Sim
16-02-2023,GB,Robo,Wap,Thiago,Concluído,22-02-2023,23-02-2023,02-03-2023,Sim
16-02-2023,FB,Robo,Wap,Mateus,Concluído,0,24-03-2023,28-03-2023,Sim
16-02-2023,GON,Lavadora,Panasonic,Osiel,Concluído,0,28-02-2023,28-02-2023,Sim
17-02-2023,FB,Notebook,Semp,Robson,Concluído,0,28-04-2023,08-05-2023,Sim
17-02-2023,GB,Micro Ondas,Midea,Matheus Leite,Concluído,16-03-2023,17-03-2023,31-03-2023,Sim
17-02-2023,GB,Micro Ondas,Midea,Matheus/Robson,Concluído,13-03-2023,15-03-2023,21-03-2023,Sim
17-02-2023,GB,Frigobar,Midea,Brenno,Concluído,21-03-2023,22-03-2023,31-03-2023,Sim
17-02-2023,GB,Freezer,Midea,Brenno,Concluído,0,13-03-2023,17-03-2023,Sim
17-02-2023,GON,Refrigerador,Panasonic,Osiel,Concluído,0,24-02-2023,24-02-2023,Sim
17-02-2023,GON,Lava E Seca,Midea,0,Redirecionada,0,0,03-03-2023,Não
17-02-2023,GB,Ar Portatil,Midea,Brenno/Cvg,Concluído,0,20-04-2023,11-05-2023,Sim
20-02-2023,FON,Refrigerador,Panasonic,Osiel/Cvg,Concluído,0,18-03-2023,18-03-2023,Sim
20-02-2023,GB,Robo,Midea,Mateus,Concluído,0,08-03-2023,16-03-2023,Sim
20-02-2023,GON,Lavadora,Panasonic,Osiel / Cvg,Concluído,10-03-2023,11-03-2023,11-03-2023,Sim
20-02-2023,FB,Robo,Wap,Thiago,Concluído,0,24-03-2023,31-03-2023,Sim
21-02-2023,GON,Refrigerador,Panasonic,Osiel / Cvg,Concluído,08-03-2023,01-04-2023,01-04-2023,Sim
22-02-2023,FON,Lavadora,Panasonic,0,Cancelado,0,0,24-02-2023,Não
22-02-2023,FON,Lavadora,Panasonic,Oziel,Cancelado,0,0,10-03-2023,Não
22-02-2023,FON,Refrigerador,Panasonic,Cvg,Concluído,0,28-02-2023,28-02-2023,Sim
22-02-2023,GB,Frigobar,Midea,Brenno,Concluído,0,10-03-2023,20-03-2023,Sim
22-02-2023,GB,Micro Ondas,Midea,Matheus,Concluído,0,08-03-2023,10-03-2023,Sim
22-02-2023,GB,Robo,Wap,Thiago,Concluído,03-03-2023,07-03-2023,08-03-2023,Sim
22-02-2023,GON,Lava Louças,Midea,Cvg,Troca,22-02-2023,0,02-03-2023,Não
23-02-2023,FB,Arcondicionado,Brastemp,0,Cancelado,0,0,10-04-2023,Não
0,FB,Robo,Wap,Thiago,Concluído,0,16-03-2023,29-03-2023,Sim
23-02-2023,GB,Lavadora,Panasonic,Osiel,Concluído,0,23-02-2023,23-02-2023,Sim
23-02-2023,GB,Robo,Wap,Thiago,Concluído,03-03-2023,08-03-2023,08-03-2023,Sim
23-02-2023,GON,Refrigerador,Panasonic,Osiel,Concluído,0,24-02-2023,24-02-2023,Sim
23-02-2023,GON,Arcondicionado Split,Daikin,0,Cancelada,0,0,03-03-2023,Não
23-02-2023,FON,Arcondicionado,Eletrolux,Osiel,Concluído,0,27-02-2023,27-02-2023,Sim
23-02-2023,GON,Lava E Seca,Midea,Osiel / Cvg,Troca,0,0,30-03-2023,Não
23-02-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,08-03-2023,11-03-2023,11-03-2023,Sim
24-02-2023,GB,Micro Ondas,Toshiba,Matheus Leite,Concluído,30-03-2023,31-03-2023,12-03-2023,Sim
24-02-2023,GB,Micro Ondas,Midea,Matheus Leite,Concluído,16-03-2023,17-03-2023,31-03-2023,Sim
24-02-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,28-02-2023,28-02-2023,Sim
24-02-2023,FB,Robo,Wap,Robson,Concluído,0,15-03-2023,17-03-2023,Sim
27-02-2023,GB,Microondas,Toshiba,Cvg/Robson/Mat,Concluído,03-03-2023,07-03-2023,07-03-2023,Sim
27-02-2023,FB,Refrigerador,Panasonic,Osiel,Concluído,0,03-03-2023,03-03-2023,Sim
27-02-2023,FB,Robo,Wap,Mateus,Concluído,0,15-03-2023,16-03-2023,Sim
27-02-2023,FON,Lavadora,Panasonic,Cvg,Concluído,0,28-02-2023,28-02-2023,Sim
27-02-2023,GB,Robo,Wap,Thiago,Concluído,03-03-2023,07-03-2023,08-03-2023,Sim
27-02-2023,FB,Robo,Wap,Mateus,Concluído,0,16-03-2023,23-03-2023,Sim
27-02-2023,FB,Robo,Wap,Mateus,Sem Conserto,0,0,21-03-2023,Não
27-02-2023,GB,Robo,Wap,Thiago,Concluído,03-04-2023,06-04-2023,09-05-2023,Sim
27-02-2023,GB,Robo,Wap,Thiago,Concluído,03-03-2023,07-03-2023,15-03-2023,Sim
27-02-2023,GON,Lavadora,Panasonic,Cvg,Cancelada,0,0,12-04-2023,Não
27-02-2023,GON,Refrigerador,Panasonic,Osiel,Troca Pela Loja,03-04-2023,0,04-04-2023,Não
27-02-2023,FON,Lava E Seca,Midea,0,Cancelado,0,0,02-03-2023,Não
27-02-2023,GB,Aspirador,Wap,Thiago,Concluído,0,01-03-2023,10-03-2023,Sim
28-02-2023,GON,Ar Condicionado,Daikin,Osiel / Cvg,Concluído,0,18-04-2023,18-04-2023,Sim
28-02-2023,GON,Lava E Seca,Toshiba,Oziel,Concluído,0,28-02-2023,28-02-2023,Sim
28-02-2023,GB,Refrigerador,Panasonic,Brenno,Sem Defeito,0,0,10-03-2023,Não
28-02-2023,GB,Lavadora,Panasonic,Osiel,Concluído,0,15-03-2023,21-03-2023,Sim
28-02-2023,FON,Refrigerador,Panasonic,Osiel,Sem Conserto,0,0,08-03-2023,Não
28-02-2023,GB,Aspirador,Midea,Thiago/Bianca,Concluído,21-03-2023,23-03-2023,11-04-2023,Sim
28-02-2023,FON,Refrigerador,Panasonic,Osiel,Cancelado,0,0,06-03-2023,Não
28-02-2023,GON,Ar Portatil,Midea,Osiel,Concluído,13-03-2023,14-03-2023,15-03-2023,Sim
28-02-2023,FON,Arcondicionado,Midea,Osiel,Cancelado,0,0,17-03-2023,Não
28-02-2023,FON,Coifa,Panasonic,0,Cancelado,0,0,03-03-2023,Não
28-02-2023,GON,Refrigerador,Panasonic,Osiel,Concluído,0,01-03-2023,01-03-2023,Sim
28-02-2023,GON,Ar Condicionado,Daikin,Robson / Brenno,Troca,0,28-04-2023,28-04-2023,Sim
28-02-2023,GON,Lava E Seca,Midea,Osiel,Concluído,0,01-03-2023,01-03-2023,Sim
01-03-2023,FB,Robo,Wap,Mateus,Concluído,0,14-03-2023,17-03-2023,Sim
01-03-2023,GB,Robo,Wap,Thiago,Concluído,07-03-2023,09-03-2023,14-03-2023,Sim
01-03-2023,GON,Cooktop,Panasonic,0,Cancelado,0,0,17-03-2023,Não
01-03-2023,GON,Arcondicionado,Midea,0,Cancelado,0,0,01-03-2023,Não
01-03-2023,FB,Robo,Midea,0,Cancelado,0,0,15-03-2023,Não
01-03-2023,GON,Lavadora,Panasonic,0,0,0,0,0,0
01-03-2023,FON,Lavadora,Panasonic,Osiel,Concluído,0,03-03-2023,03-03-2023,Sim
01-03-2023,GON,Lavadora,Panasonic,Osiel / Cvg,Concluído,0,18-03-2023,18-03-2023,Sim
01-03-2023,GB,Aspirador,Midea,Thiago,Concluído,21-03-2023,21-03-2023,22-03-2023,Sim
01-03-2023,GB,Robo,Wap,Mateus,Concluído,0,04-04-2023,04-04-2023,Sim
01-03-2023,GB,Aspirador,Wap,Thiago,Concluído,16-03-2023,17-03-2023,04-04-2023,Sim
02-03-2023,FON,Lavadora,Panasonic,Osiel,Concluído,0,03-03-2023,03-03-2023,Sim
02-03-2023,GB,Robo,Wap,Thiago,Concluído,07-03-2023,09-03-2023,10-03-2023,Sim
02-03-2023,GON,Frigobar,Midea,Osiel/Brenno,Concluído,27-03-2023,10-04-2023,10-04-2023,Sim
02-03-2023,GB,Micro-Ondas,Midea,Matheus,Concluído,0,09-03-2023,14-03-2023,Sim
02-03-2023,GB,Micro-Ondas,Midea,Matheus,Concluído,0,09-03-2023,14-03-2023,Sim
02-03-2023,GB,Micro-Ondas,Midea,Matheus,Concluído,0,09-03-2023,14-03-2023,Sim
02-03-2023,GB,Fritadeira,Midea,0,0,0,0,0,0
02-03-2023,GON,Lava E Seca,Midea,Cvg,Concluído,08-03-2023,14-03-2023,14-03-2023,Sim
02-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,08-03-2023,08-03-2023,Sim
02-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,08-03-2023,08-03-2023,Sim
02-03-2023,FON,Lavadora De Louça,Midea,0,0,0,0,0,0
02-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,17-03-2023,04-04-2023,04-04-2023,Sim
02-03-2023,GB,Robo,Midea,Mateus,Concluído,0,06-03-2023,16-03-2023,Sim
02-03-2023,GB,Robo,Wap,Thiago,Concluído,0,16-03-2023,23-03-2023,Sim
03-03-2023,FON,Lavadora,Panasonic,Osiel,Concluído,0,15-03-2023,15-03-2023,Sim
03-03-2023,FON,Lavadora,Panasonic,0,Cancelado,0,0,15-03-2023,Não
03-03-2023,GON,Lava E Seca,Toshiba,Osiel,Concluído,0,09-03-2023,09-03-2023,Sim
03-03-2023,GB,Micro Ondas,Midea,Matheus/Robson,Concluído,27-03-2023,28-03-2023,30-03-2023,Sim
03-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,08-03-2023,08-03-2023,Sim
03-03-2023,GB,Mop  Elétrico,Wap,Tiago,Concluído,16-03-2023,17-03-2023,23-03-2023,Sim
03-03-2023,GB,Robo,Wap,Mateus,Concluído,0,0,0,Sim
03-03-2023,GB,Robo,Wap,Thiago,Concluído,18-03-2023,15-03-2023,28-03-2023,Sim
03-03-2023,GS,Robo,Wap,Thiago,Concluído,0,22-03-2023,31-03-2023,Sim
03-03-2023,GB,Robo,Wap,Mateus,Concluído,16-03-2023,21-03-2023,24-03-2023,Sim
03-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,10-03-2023,18-03-2023,18-03-2023,Sim
06-03-2023,GON,Lavadora,Panasonic,Osiel,Concluído,0,07-03-2023,07-03-2023,Sim
06-03-2023,GON,Fritadeira,Midea,Thiago,Concluído,17-03-2023,20-03-2023,23-03-2023,Sim
06-03-2023,FON,Lava E Seca,Midea,Osiel,Concluído,0,06-03-2023,06-03-2023,Sim
06-03-2023,GB,Robo,Midea,Mateus,Concluído,16-03-2023,20-03-2023,23-03-2023,Sim
06-03-2023,GON,Lavadora,Panasonic,0,0,0,0,0,0
06-02-2023,GON,Robo,Wap,Thiago,Concluído,0,14-03-2023,20-03-2023,Sim
06-03-2023,FB,Robo,Wap,Mateus,Concluído,0,21-03-2023,24-03-2023,Sim
06-03-2023,GB,Robo,Wap,Mateus,Concluído,16-03-2023,21-03-2023,24-03-2023,Sim
06-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,15-03-2023,15-03-2023,Sim
06-03-2023,GB,Robo,Wap,Thiago,Concluído,10-03-2023,14-03-2023,20-03-2023,Sim
06-03-2023,FB,Robo,Wap,Thiago,Cancelado,0,0,12-04-2023,Não
06-03-2023,FON,Frigobar,Midea,Brenno,Concluído,0,20-03-2023,20-03-2023,Sim
06-03-2023,GON,Refrigerador,Panasonic,Cvg / Osiel,Concluído,15-03-2023,17-03-2023,17-03-2023,Sim
07-03-2023,FON,Lavadora,Panasonic,Osiel,Concluído,0,07-03-2023,07-03-2023,Sim
07-03-2023,GON,Robo,Wap,Thiago,Concluído,20-03-2023,21-03-2023,04-04-2023,Sim
07-03-2023,GB,Robo,Midea,Mateus,Concluído,16-03-2023,20-03-2023,28-03-2023,Sim
07-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,04-05-2023,04-05-2023,Sim
07-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,22-03-2023,15-03-2023,15-03-2023,Sim
08-03-2023,GB,Fritadeira,Midea,Thiago,Concluído,17-03-2023,21-03-2023,23-03-2023,Sim
08-03-2023,GON,Lava-Louças,Panasonic,Cvg,Concluído,0,11-04-2023,11-04-2023,Sim
08-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,18-03-2023,18-03-2023,Sim
08-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,11-03-2023,11-03-2023,Sim
09-03-2023,FON,Refrigerador,Panasonic,0,Cancelado,0,0,10-03-2023,Não
09-03-2023,FB,Ar Condicio  Portatil,Midea,Osiel,Concluído,0,08-05-2023,30-05-2023,Sim
09-03-2023,GON,Refrigerador,Panasonic,Osiel-Cvg-Brenno,Concluído,22-03-2023,11-04-2023,11-04-2023,Sim
09-03-2023,FB,Robo,Wap,Thiago,Concluído,0,24-03-2023,04-04-2023,Sim
09-03-2023,FON,Arcondicionado,Midea,0,Cancelado,0,0,13-03-2023,Não
09-03-2023,FON,Refrigerador,Panasonic,Cvg,Concluído,0,15-03-2023,15-03-2023,Sim
09-03-2023,FON,Lavadora,Panasonic,Osiel,Concluído,0,14-03-2023,14-03-2023,Sim
09-03-2023,GON,Lavadora,Panasonic,Cvg,Aguandando Laudo,0,0,0,0
09-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,18-03-2023,18-03-2023,Sim
09-03-2023,GB,Robo,Wap,Mateus,Concluído,30-03-2023,31-03-2023,05-04-2023,Sim
09-03-2023,FON,Lavadora,Panasonic,Brenno E Cvg,Concluído,0,18-03-2023,18-03-2023,Sim
10-03-2023,GB,Microondas,Midea,Matheus/Robson,Concluído,21-03-2023,21-03-2023,31-03-2023,Sim
10-03-2023,GB,Refrigerador,Panasonic,Brenno,Concluído,0,17-03-2023,21-03-2023,Sim
10-03-2023,GB,Refrigerador,Panasonic,Brenno,Concluído,22-03-2023,23-03-2023,31-03-2023,Sim
10-03-2023,GB,Robo,Wap,Mateus,Concluído,0,13-03-2023,20-03-2023,Sim
10-03-2023,FB,Robo,Wap,Mateus,Concluído,0,21-03-2023,23-03-2023,Sim
10-03-2023,GON,Lava E Seca,Midea,0,0,0,0,0,0
10-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,11-03-2023,11-03-2023,Sim
10-03-2023,FB,Robo,Wap,Mateus,Concluído,0,21-03-2023,29-03-2023,Sim
10-03-2023,FON,Arcondicionado,0,0,0,0,0,0,0
10-03-2023,GB,Robo,Wap,Mateus,Concluído,0,27-03-2023,03-04-2023,Sim
10-03-2023,GB,Robo,Wap,Mateus,Concluído,0,21-03-2023,03-04-2023,Sim
10-03-2023,GON,Lavadora,Panasonic,0,Cancelado,0,0,15-03-2023,Não
11-03-2023,FON,Refrigerador,Panasonic,Cvg,Cancelado,0,0,20-03-2023,Não
13-03-2023,GON,Lava E Seca,Midea,Cvg,Concluído,0,15-03-2023,15-03-2023,Sim
13-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,21-03-2023,12-04-2023,12-04-2023,Sim
13-03-2023,GON,Ar Condicionado,Daikin,Cvg / Robson / Brenno,Troca,0,0,07-06-2023,Não
13-03-2023,GB,Robo,Wap,Thiago,Concluído,20-03-2023,21-03-2023,23-03-2023,Sim
13-03-2023,FB,Robo,Midea,Mateus,Concluído,0,05-04-2023,06-04-2023,Sim
13-03-2023,FB,Robo,Wap,Bianca,Concluído,0,05-04-2023,06-04-2023,Sim
14-03-2023,GB,Microondas,Panasonic,Matheus,Concluído,21-03-2023,21-03-2023,23-03-2023,Sim
14-03-2023,FON,Lavadora,Panasonic,Osiel E Brenno,Concluído,0,17-03-2023,17-03-2023,Sim
0,GB,Aspirador,Midea,Thiago,Concluído,22-03-2023,23-03-2023,28-03-2023,Sim
14-03-2023,GB,Robo,Midea,Mateus/Bianca,Concluído,27-03-2023,28-03-2023,30-03-2023,Sim
14-03-2023,FB,Robo,Wap,Matheus,Concluído,0,0,0,0
14-03-2023,GB,Robo,Midea,Mateus,Concluído,0,20-03-2023,23-03-2023,Sim
14-03-2023,FB,Robo,Wap,Matheus Rosa,Concluído,0,05-04-2023,24-04-2023,Sim
15-03-2023,FB,Microondas,Midea,Matheus,Concluído,0,28-03-2023,30-03-2023,Sim
15-03-2023,GON,Lava Loucas,Midea,Osiel,Sem Defeito,0,0,21-03-2023,Não
15-03-2023,GB,Robo,Wap,Thiago E Bianca,Concluído,20-03-2023,23-03-2023,02-05-2023,Sim
15-03-2023,FB,Robo,Wap,Bianca,Concluído,0,30-03-2023,11-04-2023,Sim
15-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,18-04-2023,15-03-2023,15-03-2023,Sim
15-03-2023,GB,Lavadora,Panasonic,Brenno,Concluído,0,15-03-2023,22-03-2023,Sim
15-03-2023,GB,Micro-Ondas,Midea,Matheus,Concluído,0,16-03-2023,20-03-2023,Sim
15-03-2023,FB,Fritadeira,Midea,Thiago,Concluído,0,30-03-2023,10-04-2023,Sim
15-03-2023,FON,Lava E Seca,Midea,Cvg,Concluído,0,16-03-2023,16-03-2023,Sim
16-03-2023,GON,Lavadora,Panasonic,"Cvg, Robson E Brenno",Concluído,24-03-2023,04-04-2023,04-04-2023,Sim
16-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,18-04-2023,24-04-2023,24-04-2023,Sim
16-03-2023,FON ,Lavadora,Panasonic,Osiel,Concluído,0,16-03-2023,16-03-2023,Sim
0,GB,Aspirador,Midea,Matheus Rosa/Bianca,Concluído,27-03-2023,28-03-2023,05-04-2023,Sim
16-03-2023,GB,Robo,Wap,Matheus Rosa,Concluído,31-03-2023,05-04-2023,11-04-2023,Sim
16-03-2023,GB,Aspirador,Wap,Thiago,Concluído,30-03-2023,03-04-2023,11-04-2023,Sim
16-03-2023,GB,Fritadeira,Midea,Thiago,Concluído,30-03-2023,03-04-2023,06-04-2023,Sim
16-03-2023,FB,Ar Condicionado,Midea,0,0,0,0,0,0
16-03-2023,GB,Robo,Midea,Mateus,Concluído,23-03-2023,29-03-2023,30-03-2023,Sim
17-03-2023,GON,Refrigerador,Panasonic,Osiel,Concluído,0,21-03-2023,21-03-2023,Sim
17-03-2023,FON,Lava E Seca,Midea,Osiel,Concluído,0,03-04-2023,03-04-2023,Sim
17-03-2023,GB,Aspirador,Wap,Thiago,Concluído,30-03-2023,04-04-2023,19-04-2023,Sim
17-03-2023,FON,Refrigerador,Panasonic,Cvg,Concluído,0,04-04-2023,04-04-2023,Sim
17-03-2023,FB,Fritadeira,Midea,Thiago,Concluído,0,05-04-2023,14-04-2023,Sim
20-03-2023,FB,Robo,Wap,Bianca,Concluído,0,31-03-2023,06-04-2023,Sim
20-03-2023,FB,Robo,Midea,Thiago,Concluído,0,18-04-2023,20-04-2023,Sim
20-03-2023,GB,Robo,Wap,Bianca/Matheus R,Concluído,28-03-2023,29-03-2023,30-03-2023,Sim
20-03-2023,GB,Robo,Wap,Bianca/Matheus R,Concluído,30-05-2023,01-06-2023,21-07-2023,Sim
20-03-2023,GB,Robo,Wap,Mateus,Concluído,03-03-2023,05-04-2023,22-05-2023,Sim
20-03-2023,FON,Cooktop,Midea,Robson,Concluído,0,10-04-2023,10-04-2023,Sim
20-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,24-03-2023,24-03-2023,Sim
20-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,28-03-2023,28-03-2023,Sim
21-03-2023,FB,Robo,Wap,Matheus Rosa,Concluído,0,13-04-2023,05-05-2023,Sim
21-03-2023,FB,Fritadeira,Midea,Thiago,Concluído,0,22-03-2023,31-03-2023,Sim
21-03-2023,GB,Microondas,Midea,Matheus Leite,Concluído,0,21-03-2023,31-03-2023,Sim
21-03-2023,GB,Robo,Midea,Matheus Rosa,Concluído,28-03-2023,20-04-2023,26-04-2023,Sim
21-03-2023,GB,Robo,Wap,Matheus Rosa,Sem Conserto,0,0,14-04-2023,Não
21-03-2023,FON,Refirgerador,Panasonic,Osiel,Sem Conserto,0,0,29-03-2023,Não
21-03-2023,GON ,Refrigerador,Panasonic,Cvg,Concluído,0,24-03-2023,24-03-2023,Sim
21-03-2023,GON,Lavadora,Midea,Osiel,Concluído,0,24-03-2023,24-03-2023,Sim
21-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,24-03-2023,24-03-2023,Sim
21-03-2023,GON,Lava E Seca,Midea,Cvg,Concluído,0,23-03-2023,23-03-2023,Sim
21-03-2023,GON,Lava E Seca,Midea,Osiel,Concluído,0,21-03-2023,21-03-2023,Sim
22-03-2023,GB,Aspirador De Pó Vert,Midea,Matheus Rosa,Concluído,28-03-2023,29-03-2023,31-03-2023,Sim
22-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,24-03-2023,24-03-2023,Sim
22-03-2023,FB,Robo,Wap,Bianca,Concluído,0,27-03-2023,03-04-2023,Sim
22-03-2023,GB,Microondas,Midea,Mateus,Concluído,0,22-03-2023,27-03-2023,Sim
22-03-2023,FB,Frigobar,Midea,Brenno,Sem Conserto,0,0,23-03-2023,Não
22-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,24-03-2023,24-03-2023,Sim
22-03-2023,GB,Robo,Wap,Mateus,Concluído,28-03-2023,29-03-2023,04-04-2023,Sim
22-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,23-03-2023,23-03-2023,Sim
22-03-2023,GON,Lava E Seca,Midea,Osiel,Sem Defeito,0,0,24-03-2023,Não
23-03-2023,GON,Lavadora,Midea,Osiel,Concluído,0,24-03-2023,24-03-2023,Sim
23-03-2023,FON,Ar Condicionado,Carrier,0,0,0,0,0,0
23-03-2023,FON,Lavadora,Panasonic,Cvg,Concluído,0,30-03-2023,30-03-2023,Sim
23-03-2023,FON,Microondas,Panasonic,Matheus Leite,Sem Conserto,0,0,31-03-2023,Não
23-03-2023,GB,Robo,Wap,Matheus Rosa,Concluído,30-03-2023,31-03-2023,06-04-2023,Sim
23-03-2023,GON,Refrigerador,Panasonic,Cvg,Concluído,0,04-04-2023,04-04-2023,Sim
23-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,10-04-2023,12-04-2023,12-04-2023,Sim
23-03-2023,GON,Lavadora,Panasonic,Cvg,Concluído,0,01-04-2023,01-04-2023,Sim
24-03-2023,GON,Lava Loucas,Midea,Cvg,Concluído,0,01-04-2023,01-04-2023,Sim
24-03-2023,FON,Lavadora,Panasonic,0,0,0,0,0,0
