DATA,TIPO DE AT.,APARELHO,MARCA,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO,TECNICO
27-09-2022,GB,Microondas,Midea,Concluído,0,29-09-2022,10-07-2022,Sim,Luan
27-09-2022,FB,Lava E Seca,Midea,SEM CONSERTO,0,0,25-11-2022,NÃO,Alex/Luan
27-09-2022,GON,Lavadora,Panasonic,Concluído,10-06-2022,18-10-2022,18-10-2022,Sim,Cvg / Alex
27-09-2022,GON,Lavadora,Panasonic,Concluído,14-10-2022,10-07-2022,10-07-2022,Sim,Alex / Luan - Cvg
27-09-2022,GB,Robo,Midea,Concluído,0,10-03-2022,10-05-2022,Sim,Patrick
27-09-2022,FON,Ar Condicionado,Elgin,CANCELADO,0,0,01-04-2023,NÃO,Cvg
28-09-2022,FB,Robo,Midea,Concluído,0,10-04-2022,18-11-2022,Sim,Patrick
28-09-2022,GB,Microondas,Midea,Concluído,0,29-09-2022,10-07-2022,Sim,Luan
28-09-2022,GB,Microondas,Panasonic,Concluído,17-10-2022,18-10-2022,19-10-2022,Sim,Luan
28-09-2022,GON,Lavadora,Panasonic,Concluído,0,10-03-2022,10-03-2022,Sim,Alex - Luan
28-09-2022,FON,Lava E Seca,Midea,CANCELADO,0,0,30-09-2022,Não,
28-09-2022,GON,Cooktop,Midea,Concluído,0,10-01-2022,10-01-2022,Sim,Luan/Alex
29-09-2022,FB,Microondas,Midea,,0,0,0,Não,
29-09-2022,GB,Robo,Wap,Concluído,10-03-2022,10-04-2022,15-10-2022,Sim,Thiago
29-09-2022,GON,Refrigerador,Panasonic,Concluído,0,10-01-2022,10-01-2022,Sim,Alex / Luan
29-09-2022,FB,Robo,Midea,Concluído,0,10-10-2022,23-01-2023,Sim,Patrick
29-09-2022,GON,Refrigerador,Panasonic,Concluído,0,10-04-2022,10-04-2022,Sim,Alex / Luan
29-09-2022,GON,Refrigerador,Panasonic,Concluído,0,15-10-2022,15-10-2022,Sim,Alex / Luan / Cvg
30-09-2022,GON,Lavadora,Panasonic,Concluído,0,10-01-2022,10-01-2022,Sim,Alex / Luan
30-09-2022,GB,Microondas,Midea,Concluído,0,30-09-2022,10-07-2022,Sim,Luan
30-09-2022,GON,Lavadora,Panasonic,Concluído,0,10-07-2022,10-07-2022,Sim,Cvg
30-09-2022,FB,Microondas,Panasonic,Concluído,0,10-10-2022,18-10-2022,Sim,Luan
30-09-2022,GB,Microondas,Midea,Concluído,0,10-10-2022,22-10-2022,Sim,Luan
10-01-2022,GB,Robo,Wap,Concluído,0,10-11-2022,21-10-2022,Sim,Mateus
10-01-2022,FB,Fritadeira,Midea,Concluído,0,10-05-2022,10-08-2022,Sim,Thiago
10-01-2022,GB,Robo,Wap,Concluído,0,10-03-2022,0,Não,Thiago
10-03-2022,GON,Lavadora,Midea,Concluído,0,10-04-2022,10-04-2022,Sim,Luan/Alex
10-03-2022,GON,Cooktop,Midea,Concluído,14-10-2022,15-10-2022,17-10-2022,Sim,Alex/Luan
10-03-2022,FON,Lavadora,Panasonic,Concluído,0,10-07-2022,10-07-2022,Sim,Alex
10-03-2022,GON,Lava E Seca,Midea,GARANTIA NEGADA,0,0,10-05-2022,Não,Luan/Alex
10-03-2022,GS,Lava E Seca,Panasonic,Concluído,0,17-10-2022,17-10-2022,Sim,Cvg
10-03-2022,GON,Lava E Seca,Midea,Concluído,0,10-11-2022,10-11-2022,Sim,Cvg
10-03-2022,FB,Aspirador,Wap,Concluído,0,10-05-2022,10-10-2022,Sim,Thiago
10-03-2022,GB,Robo,Wap,Concluído,10-06-2022,10-10-2022,13-10-2022,Sim,Thiago
10-04-2022,GON,Lava E Seca,Midea,GARANTIA NEGADA,0,0,10-04-2022,Não,Luan/Alex
10-04-2022,GON,Refrigerador,Panasonic,Concluído,0,13-10-2022,13-10-2022,Sim,Cvg
10-04-2022,GON,Cooktop,Midea,,0,0,0,Não,
10-04-2022,GON,Lava E Seca,Midea,Concluído,0,10-05-2022,10-05-2022,Sim,Luan/Alex
10-04-2022,FB,Lavadora,Panasonic,Concluído,20-10-2022,11-08-2022,11-11-2022,Sim,Luan
10-04-2022,FB,Ar Portatil,Gree,Concluído,0,13-10-2022,15-10-2022,Sim,Luan
10-04-2022,FB,Robo,Wap,Concluído,0,10-06-2022,13-10-2022,Sim,Thiago
10-04-2022,FON,Lava E Seca,Midea,,0,0,0,Não,
10-04-2022,GON,Lava E Seca,Midea,Concluído,10-10-2022,10-11-2022,10-11-2022,Sim,Cvg/Luan
10-04-2022,FON,Refrigerador,Panasonic,Concluído,0,21-10-2022,21-10-2022,Sim,Luan
10-04-2022,FON,Refrigerador,Panasonic,Concluído,0,01-10-2023,01-10-2023,Sim,Osiel
10-04-2022,GON,Refrigerador,Panasonic,Concluído,0,10-07-2022,10-07-2022,Sim,Cvg
10-05-2022,GB,Lava E Seca,Midea,SEM CONSERTO,0,0,23-11-2022,NÃO,Luan
10-05-2022,GON,Refrigerador,Panasonic,Concluído,0,10-10-2022,10-10-2022,Sim,Cvg
10-05-2022,FB,Robo,Midea,SEM DEFEITO,0,17-10-2022,25-10-2022,NÃO,Patrick
10-05-2022,FB,Robo,Wap,,0,0,0,Não,
10-05-2022,GON,Lavadora,Panasonic,Concluído,0,10-08-2022,10-08-2022,Sim,Alex
10-05-2022,GB,Microondas,Midea,Concluído,26-10-2022,11-03-2022,11-08-2022,Sim,Luan
10-05-2022,FON,Lavadora,Panasonic,Concluído,0,19-10-2022,19-10-2022,Sim,Luan
10-05-2022,FB,Microondas,Midea,Concluído,0,10-11-2022,13-10-2022,Sim,Luan
10-05-2022,GB,Panela,Midea,Troca,0,0,18-11-2022,NÃO,Thiago
10-06-2022,GON,Refrigerador,Panasonic,Concluído,0,11-10-2022,11-10-2022,Sim,Cvg
10-06-2022,FB,Robo,Wap,Concluído,0,13-10-2022,17-10-2022,Sim,Thiago
10-06-2022,GON,Lavadora,Panasonic,Concluído,0,15-10-2022,15-10-2022,Sim,Cvg
10-06-2022,GB,Toshiba,Microondas,Concluído,17-10-2022,18-10-2022,19-10-2022,Sim,Luan
10-06-2022,GB,Robo,Wap,Concluído,17-10-2022,20-10-2022,24-10-2022,Sim,Thiago
10-07-2022,GON,Refrigerador,Panasonic,Concluído,0,10-07-2022,10-07-2022,Sim,Cvg
10-07-2022,GB,Robo,Wap,Concluído,0,10-07-2022,10-07-2022,Sim,Thiago
10-07-2022,GON,Lavadora,Panasonic,Concluído,0,10-08-2022,10-08-2022,Sim,Alex
20-10-2022,GON,Lavadora,Panasonic,Concluído,0,24-10-2022,24-10-2022,Sim,Luan
10-08-2022,GON,,Midea,Concluído,0,15-10-2022,15-10-2022,Sim,Cvg
10-08-2022,FB,Notebook,Acer,Concluído,0,28-11-2022,14-11-2022,Sim,Luan
10-08-2022,FB,Notebook,Itautec,Concluído,0,13-10-2022,14-10-2022,Sim,Luan
10-08-2022,GON,Refrigerador,Panasonic,Concluído,20-10-2022,22-10-2022,22-10-2022,Sim,Cvg
10-08-2022,GON,Lavadora,Panasonic,Concluído,0,11-07-2022,11-07-2022,Sim,Cvg
10-10-2022,GON,Lava E Seca,Midea,Concluído,0,10-11-2022,10-11-2022,Sim,Cvg
10-10-2022,GON,Lava E Seca,Midea,CANCELADO,0,0,13-10-2022,Não,
10-10-2022,FON,Coifa,Midea,CANCELADO,0,0,27-10-2022,Não,Cvg
10-11-2022,FB,Microondas,Midea,,0,0,0,Não,
10-10-2022,GB,Torradeira,Midea,Troca,0,0,11-01-2022,NÃO,Lucas
10-10-2022,GON,Lava E Seca,Midea,Concluído,25-10-2022,26-10-2022,26-10-2022,Sim,Cvg/Luan
10-11-2022,GB,Robo,Wap,Concluído,17-10-2022,18-10-2022,25-10-2022,Sim,Mateus
10-11-2022,GB,Microondas,Midea,Concluído,19-10-2022,11-03-2023,11-04-2023,Sim,Luan
10-11-2022,GON,Lavadora,Panasonic,Concluído,0,18-10-2022,18-10-2022,Sim,Cvg
10-11-2022,FB,Frigobar,Midea,SEM CONSERTO,0,0,27-10-2022,Não,Luan
10-11-2022,GB,Micro-Ondas,Midea,SEM CONSERTO,0,0,16-11-2022,NÃO,Luan
10-11-2022,GON,Lavadora,Midea,Concluído,0,17-10-2022,17-10-2022,Não,Luan
10-11-2022,FB,Robo,Wap,SEM DEFEITO,0,13-10-2022,19-10-2022,NÃO,Thiago
10-11-2022,GON,Cooktop,Panasonic,Concluído,0,15-10-2022,15-10-2022,Sim,Cvg
10-11-2022,FON,Lavadora,Panasonic,Concluído,0,13-10-2022,13-10-2022,Sim,Cvg
10-11-2022,GB,Robo,Wap,Concluído,0,14-10-2022,26-10-2022,Sim,Mateus
13-10-2022,GB,Microondas,Midea,Concluído,0,18-10-2022,21-10-2022,Sim,Luan
10-11-2022,FB,Robo,Wap,SEM CONSERTO,0,0,18-10-2022,NÃO,Mateus
13-10-2022,FB,Micro-Ondas,Electrolux,Concluído,0,17-10-2022,18-10-2022,Sim,Luan
13-10-2022,GON,Secadora,Midea,Concluído,24-10-2022,11-09-2022,11-09-2022,Sim,Luan / Cvg
13-10-2022,GS,Refrigerador,Panasonic,Concluído,0,15-10-2022,15-10-2022,Sim,Cvg
13-10-2022,GON,Lavadora,Midea,Concluído,0,28-10-2022,28-10-2022,Sim,Cvg / Luan
13-10-2022,FON,Lavadora,Panasonic,,0,0,0,Não,
13-10-2022,GB,Forno,Midea,Concluído,21-10-2022,24-10-2022,26-10-2022,Sim,Luan
14-10-2022,GON,Refrigerador,Panasonic,Concluído,0,22-10-2022,22-10-2022,Sim,Luan
14-10-2022,FON,Lavadora,Panasonic,Concluído,0,24-10-2022,24-10-2022,Sim,Luan
14-10-2022,FON,Lava E Seca,Midea,Concluído,0,14-10-2022,14-10-2022,Sim,Luan
14-10-2022,FB,Notebook,Dell,SEM CONSERTO,0,0,04-03-2023,NÃO,Robson
14-10-2022,GON,Lava E Seca,Midea,Concluído,0,11-11-2022,11-11-2022,Sim,Luan
15-10-2022,FB,Robo,Wap,Concluído,0,20-10-2022,25-10-2022,Sim,Mateus
15-10-2022,FB,Aspirador,Midea,Concluído,0,21-10-2022,21-10-2022,Sim,Cvg
15-10-2022,GON,Lava Louças,Midea,,0,0,0,Não,
17-10-2022,GON,Refrigerador,Panasonic,Concluído,25-10-2022,27-10-2022,27-10-2022,Sim,Cvg/Luan
17-10-2022,GON,Refrigerador,Panasonic,Concluído,28-10-2022,11-11-2022,11-11-2022,Sim,Cvg
17-10-2022,FON,Refrigerador,Panasonic,Concluído,0,20-10-2022,20-10-2022,Sim,Cvg/Luan
18-10-2022,FON,Ar Condicionado,Carrier,Concluído,0,25-11-2022,25-11-2022,Sim,Osiel
18-10-2022,GON,Lava E Seca,Midea,Concluído,0,29-10-2022,29-10-2022,Sim,Cvg
18-10-2022,GON,Frigobar,Midea,Concluído,11-03-2022,0,20-10-2022,Sim,Cvg / Luan
18-10-2022,GB,Robo,Wap,Concluído,0,19-10-2022,21-10-2022,Não,Thiago
18-10-2022,FON,Lavadora,Panasonic,Concluído,0,11-08-2022,11-08-2022,NÃO,Luan
18-10-2022,FON,Refrigerador,Panasonic,Concluído,0,20-10-2022,20-10-2022,Sim,Luan
18-10-2022,FON,Refrigerador,Panasonic,Concluído,0,20-10-2022,20-10-2022,SM,Cvg
18-10-2022,FB,Robo,Wap,SEM CONSERTO,0,18-11-2022,18-11-2022,NÃO,Thiago
18-10-2022,GON,Lava Louças,Midea,Concluído,11-10-2022,14-11-2022,21-11-2022,Sim,Luan
18-10-2022,GON,Refrigerador,Panasonic,Concluído,0,26-10-2022,26-10-2022,Sim,Luan
18-10-2022,GON,Cervejeira,Midea,Concluído,0,20-10-2022,20-10-2022,Sim,Cvg/Luan
19-10-2022,FB,Notebook,Dell,Concluído,0,19-10-2022,22-10-2022,Sim,Robson
19-10-2022,FB,Robo,Wap,Concluído,0,24-10-2022,25-10-2022,Sim,Thiago
19-10-2022,FB,Robo,Wap,Concluído,0,21-10-2022,26-10-2022,Sim,Thiago
20-10-2022,GON,Lavadora,Panasonic,CANCELADO,0,0,29-10-2022,Não,
20-10-2022,GON,Lavadora,Panasonic,Concluído,11-08-2022,14-11-2022,14-11-2022,Sim,Cvg
20-10-2022,FON,Refrigerador,Panasonic,,0,0,0,Não,Luan
20-10-2022,GON,Lavadora,Panasonic,Concluído,0,22-10-2022,22-10-2022,Sim,Cvg
20-10-2022,GON,Refrigerador,Panasonic,Concluído,11-07-2022,24-10-2022,24-10-2022,Sim,Luan
20-10-2022,GON,Lavadora,Panasonic,Concluído,0,11-12-2022,11-12-2022,Sim,Cvg
20-10-2022,GON,Refrigerador,Panasonic,Concluído,26-10-2022,27-10-2022,27-10-2022,Sim,Luan
20-10-2022,GON,Cooktop,Midea,Concluído,0,22-10-2022,22-10-2022,Sim,Cvg
20-10-2022,GON,Lava E Seca,Midea,Concluído,0,24-10-2022,24-10-2022,Sim,Luan
20-10-2022,FON,Lava E Seca,Midea,Concluído,0,17-11-2022,17-11-2022,Sim,Luan / Osiel
20-10-2022,GON,Lavadora,Panasonic,Concluído,0,29-10-2022,29-10-2022,Sim,Cvg
20-10-2022,GB,Microondas,Midea,Concluído,0,21-10-2022,26-10-2022,Sim,Luan
20-10-2022,GB,Robo,Wap,Concluído,26-10-2022,26-10-2022,11-04-2022,Sim,Mateus
20-10-2022,GB,Robo,Wap,Concluído,0,25-10-2022,28-10-2022,Sim,Thiago
21-10-2022,FB,Aspirador,Midea,,0,0,0,Não,
21-10-2022,FB,Refrigerador,Panasonic,SEM CONSERTO,0,0,12-12-2022,NÃO,
21-10-2022,GON,Cooktop,Midea,SEM CONSERTO,0,0,22-10-2022,Não,Cvg
21-10-2022,FB,Robo,Wap,Concluído,0,27-10-2022,11-11-2022,Sim,Thiago
22-10-2022,FB,Robo,Wap,SEM CONSERTO,0,0,29-10-2022,NÃO,Thiago
24-10-2022,GON,Lavadora,Panasonic,Concluído,11-07-2022,29-10-2022,29-10-2022,Sim,Cvg
24-10-2022,GON,Refrigerador,Midea,RESSARCIMENTO,0,0,14-11-2022,NÃO,Cvg
24-10-2022,FON,Refrigerador,Panasonic,Concluído,0,28-10-2022,28-10-2022,Sim,Luan
24-10-2022,GON,Lavadora,Panasonic,Concluído,11-01-2022,25-10-2022,25-10-2022,Sim,Cvg
24-10-2022,GB,Robo,Wap,Concluído,0,26-10-2022,28-10-2022,Sim,Thiago
24-10-2022,FON,Lava E Seca,Midea,Concluído,0,25-10-2022,25-10-2022,Sim,Cvg
25-10-2022,FB,Robo,Wap,Concluído,0,11-01-2022,11-04-2022,Sim,Matheus
25-10-2022,FON,Lava E Seca,Midea,Concluído,0,29-10-2022,29-10-2022,Sim,Luan
25-10-2022,FB,Aspirador,Wap,,0,0,0,Não,
25-10-2022,FON,Refrigerador,Panasonic,Concluído,0,27-10-2022,27-10-2022,Sim,Luan
25-10-2022,GON,Refrigerador,Panasonic,Concluído,21-11-2022,11-11-2022,11-11-2022,Sim,Cvg
25-10-2022,FON,Lava E Seca,Midea,Concluído,0,11-10-2022,11-10-2022,Sim,Cvg
26-10-2022,GB,Robo,Midea,Concluído,11-10-2022,11-11-2022,16-11-2022,Sim,Lucas/Thiago
26-10-2022,GB,Microondas,Midea,Concluído,0,11-09-2022,17-11-2022,Sim,Robson
26-10-2022,FB,Robo,Midea,Concluído,0,11-01-2022,14-11-2022,Sim,Mateus
26-10-2022,FB,Adega,Midea,SEM CONSERTO,0,0,01-05-2023,NÃO,Robson
27-10-2022,GON,Refrigerador,Panasonic,Concluído,0,0,27-10-2022,NÃO,Cvg
27-10-2022,GON,Lava E Seca,Midea,Concluído,11-03-2022,18-11-2022,18-11-2022,Sim,Cvg
27-10-2022,GON,Lava Louças,Midea,Concluído,0,11-04-2022,11-04-2022,Sim,Luan
27-10-2022,FB,Microondas,Panasonic,SEM DEFEITO,0,0,11-11-2022,NÃO,Luan
27-10-2022,GON,Lava Louças,Panasonic,Concluído,0,11-04-2022,11-04-2022,Sim,Luan
27-10-2022,GON,Lavadora,Panasonic,Concluído,0,29-10-2022,29-10-2022,Sim,Cvg
27-10-2022,FON,Refrigerador,Panasonic,Concluído,0,11-01-2022,11-01-2022,Sim,Luan
27-10-2022,FON,Refrigerador,Panasonic,Concluído,0,11-08-2022,11-08-2022,Sim,Cvg
27-10-2022,GB,Robo,Wap,Concluído,11-03-2022,11-04-2022,11-07-2022,Sim,Thiago
27-10-2022,GB,Robo,Wap,Concluído,11-01-2022,11-01-2022,11-07-2022,Sim,Thiago
28-10-2022,FON,Lava E Seca,Midea,Concluído,0,16-11-2022,16-11-2022,Sim,Luan / Oziel
28-10-2022,GON,Cooktop,Midea,Concluído,0,11-08-2022,11-08-2022,Sim,Cvg
28-10-2022,GB,Refrigerador,Panasonic,Concluído,13-12-2022,14-12-2022,16-12-2022,Sim,Oziel/Cvg/Robson
28-10-2022,FB,Lavadora,Panasonic,Concluído,12-08-2022,12-09-2022,16-12-2022,Sim,Lua / Robson
28-10-2022,GON,Refrigerador,Panasonic,Concluído,0,16-12-2022,16-12-2022,Sim,Cvg
28-10-2022,GON,Refrigerador,Panasonic,Concluído,0,11-04-2022,11-04-2022,Sim,Luan
28-10-2022,GB,Microondas,Panasonic,Concluído,0,11-09-2022,17-11-2022,Sim,Luan
28-10-2022,FB,Microondas,Panasonic,SEM CONSERTO,0,0,17-11-2022,Sim,Luan
28-10-2022,GON,Lava E Seca,Midea,Concluído,11-10-2022,11-12-2022,11-12-2022,Sim,Robson/Luan/Cvg
28-10-2022,GB,Micro-Ondas,Panasonic,Concluído,0,11-09-2022,11-09-2022,Sim,Robson
,FON,Lavadora,Panasonic,Concluído,0,11-04-2022,11-04-2022,Sim,Cvg
28-10-2022,FON,Lava E Seca,Midea,Concluído,0,0,11-01-2022,Sim,Luan
29-10-2022,GB,Fritadeira,Midea,Concluído,11-07-2022,14-11-2022,16-11-2022,Sim,Thiago
31-10-2022,FB,Robo,Liectroux,SEM CONSERTO,0,0,16-12-2022,NÃO,Lucas
31-10-2022,GB,Fritadeira,Midea,RESSARCIMENTO,0,0,07-04-2023,NÃO,Thiago
31-10-2022,GB,Fritadeira,Midea,Concluído,16-11-2022,17-11-2022,17-11-2022,Sim,Thiago
31-10-2022,FON,Refrigerador,Panasonic,Concluído,0,11-04-2022,11-04-2022,Sim,Luan
31-10-2022,GB,Robo,Wap,SEM DEFEITO,0,0,11-07-2022,NÃO,Thiago
11-01-2022,FON,Refrigerador,Panasonic,Concluído,0,11-11-2022,11-11-2022,Sim,Cvg
11-01-2022,FON,Lavadora,Panasonic,Concluído,0,11-03-2022,11-03-2022,Sim,Luan
11-01-2022,FON,Lavadora,Panasonic,CANCELADA,0,17-11-2022,17-11-2022,NÃO,Claudio
11-01-2022,FON,Lavadora,Panasonic,Concluído,0,11-07-2022,11-07-2022,Sim,Cvg
11-01-2022,FB,Robo,Wap,Concluído,0,30-11-2022,12-07-2022,Sim,Thiago
11-01-2022,GON,Lava E Seca,Midea,Concluído,12-01-2022,12-05-2022,12-05-2022,Sim,Luan/Osiel
11-01-2022,GB,Fritadeira,Midea,,0,0,0,Não,
11-01-2022,GON,Lava E Seca,Midea,Concluído,11-11-2022,23-11-2022,23-11-2022,Sim,Luan/Osiel
11-01-2022,GON,Lava E Seca,Midea,Concluído,0,11-04-2022,11-04-2022,Sim,Cvg
11-01-2022,GON,Lava E Seca,Midea,Concluído,0,11-04-2022,11-04-2022,NÃO,Luan
11-01-2022,GON,Lava E Seca,Midea,Concluído,23-11-2022,28-11-2022,29-11-2022,Sim,Cvg / Luan
11-03-2022,GB,Fritadeira,Midea,Concluído,0,11-03-2022,11-07-2022,Sim,Thiago
11-03-2022,GON,Lava E Seca,Midea,Concluído,0,29-11-2022,29-11-2022,Sim,Luan / Osiel
11-03-2022,GON,Lava E Seca,Midea,Concluído,0,11-04-2022,11-04-2022,NÃO,Luan
11-03-2022,GON,Lavadora,Midea,Concluído,0,11-04-2022,11-04-2022,NÃO,Luan
11-03-2022,GON,Refrigerador,Panasonic,Concluído,0,11-07-2022,11-07-2022,Sim,Cvg
11-03-2022,GON,Lavadora,Panasonic,Concluído,0,11-04-2022,11-04-2022,Sim,Cvg
11-03-2022,GON,Cooktop,Midea,Concluído,0,11-09-2022,11-09-2022,NÃO,Cvg
11-04-2022,GB,Micro-Ondas,Midea,Concluído,18-11-2022,11-09-2022,16-11-2022,Sim,Luan
11-04-2022,FON,Ar Condicionado,Midea,CANCELADO,0,0,02-02-2023,NÃO,
11-04-2022,GON,Lava E Seca,Midea,Concluído,0,17-11-2022,17-11-2022,NÃO,Cvg
11-04-2022,GON,Cooktop,Panasonic,SEM DEFEITO,0,0,11-07-2022,NÃO,Cvg
11-07-2022,FB,Robo,Wap,Concluído,0,11-11-2022,17-11-2022,Sim,Mateus
11-07-2022,GON,Frigobar,Midea,Concluído,21-11-2022,22-11-2022,22-11-2022,Sim,Cvg
11-07-2022,DUPLICADA,,,,0,0,0,Não,
11-08-2022,FON,Refrigerador,Panasonic,CANCELADO,0,0,11-10-2022,NÃO,
11-08-2022,FB,Robo,Wap,SEM CONSERTO,0,0,16-11-2022,NÃO,Matheus
11-08-2022,FB,Aspirador,Wap,Concluído,0,16-11-2022,21-11-2022,Sim,Matheus
11-08-2022,FB,Robo,Wap,Concluído,0,11-10-2022,17-11-2022,Sim,Matheus Rosa
11-08-2022,GON,Cooktop,Midea,Concluído,0,17-11-2022,17-11-2022,NÃO,Cvg
11-08-2022,GS,Refrigerador,Panasonic,Concluído,0,03-09-2023,03-09-2023,Sim,Cvg
11-08-2022,GB,Microondas,Panasonic,,0,0,0,Não,Robson
11-08-2022,GON,Lava E Seca,Midea,Concluído,12-12-2022,17-01-2023,17-01-2023,NÃO,Cvg
11-08-2022,FON,Coifa,Midea,CANCELADO,0,0,0,NÃO,
11-08-2022,GON,Lava Louças,Midea,SEM DEFEITO,0,17-11-2022,25-11-2022,NÃO,Luan
11-08-2022,GON,,,,0,0,0,Não,
11-09-2022,FB,Robo,Wap,Concluído,0,14-11-2022,16-11-2022,Sim,Thiago
11-09-2022,GB,Microonda,Midea,Concluído,0,11-09-2022,18-11-2022,Sim,Luan
11-09-2022,GON,Lavadora,Panasonic,Concluído,0,11-12-2022,11-12-2022,Sim,Cvg
11-09-2022,GON,Lavadora,Panasonic,Concluído,25-11-2022,29-11-2022,29-11-2022,Sim,Cvg / Luan
11-09-2022,GON,Lava Louças,Midea,Troca,0,0,03-06-2023,Sim,Cvg / Luan / Osiel
11-09-2022,FON,Lavadora,Panasonic,,0,0,0,Não,
11-09-2022,FB,Fritadeira,Midea,DESCARTE,0,11-11-2022,16-02-2023,NÃO,Thiago
11-09-2022,GB,Robo,Wap,Concluído,0,18-11-2022,23-11-2022,Sim,Thiago
11-10-2022,GB,Robo,Wap,Concluído,0,11-10-2022,21-11-2022,Sim,Thiago
11-10-2022,GON,Refrigerador,Panasonic,Concluído,0,11-12-2022,11-12-2022,Sim,Cvg
11-10-2022,GON,Refrigerador,Panasonic,Concluído,21-11-2022,22-11-2022,22-11-2022,Sim,Cvg
11-10-2022,GB,Robo,Wap,Concluído,0,0,11-05-2022,Sim,Thiago
11-10-2022,FB,Robo,Wap,Concluído,0,12-06-2022,12-09-2022,Sim,Matheus Rosa
11-10-2022,GON,Refrigerador,Panasonic,CONCLUÍDO,0,11-10-2022,11-10-2022,Sim,Cvg
11-10-2022,GON,Lava E Seca,Midea,CANCELADA,0,0,0,NÃO,Robson
11-10-2022,GON,Frigobar,Midea,,0,0,0,Não,
11-10-2022,GON,Lava E Seca,Midea,Concluído,0,21-11-2022,24-11-2022,NÃO,Cvg / Luan / Osiel
11-10-2022,GON,Congelador Horizontal,Midea,CANCELADA,0,0,17-11-2022,NÃO,
11-11-2022,GON,Lava E Seca,Midea,CANCELADA,0,0,25-11-2022,NÃO,
11-11-2022,GON,Lava E Seca,Midea,Concluído,18-11-2022,18-11-2022,18-11-2022,Não,Luan/Oziel
11-11-2022,GON,Lava E Seca,Midea,Concluído,12-01-2022,12-06-2022,12-06-2022,Sim,Osiel
11-11-2022,GON,Lavadora,Panasonic,Concluído,0,18-11-2022,18-11-2022,Sim,Cvg
11-11-2022,FB,Robo,Wap,,0,0,0,Não,
11-11-2022,GON,Refrigerador,Panasonic,Concluído,21-11-2022,24-11-2022,24-11-2022,Sim,Luan / Osiel
11-11-2022,GON,Refrigerador,Panasonic,Concluído,0,21-11-2022,21-11-2022,Sim,Cvg
11-11-2022,FB,Aspirador,Midea,Concluído,0,30-11-2022,13-12-2022,Sim,Lucas
11-11-2022,GON,Lavadora,Panasonic,Concluído,0,17-11-2022,17-11-2022,Sim,Cvg
14-11-2022,FON,Refrigerador,Panasonic,Concluído,0,13-12-2022,13-12-2022,Sim,Cvg
14-11-2022,FB,Robo,Wap,Concluído,0,23-11-2022,12-07-2022,Sim,Matheus
14-11-2022,1661,Lavadora,Panasonic,Concluído,23-11-2022,12-02-2022,12-02-2022,Sim,Cvg / Luan
14-11-2022,GB,Robo,Midea,Concluído,21-11-2022,22-11-2022,23-11-2022,Não,Thiago
14-11-2022,GB,Robo,Wap,Concluído,12-01-2022,12-02-2022,15-12-2022,Sim,Mateus
14-11-2022,FON,Ar Condicionado,Midea,CANCELADO,0,0,01-04-2023,NÃO,Cvg
14-11-2022,GS,Micro- Ondas,Midea,CONCLUÍDO,0,0,16-11-2022,Sim,Luan
14-11-2022,FON,Refrigerador,Panasonic,CANCELADO,0,0,01-04-2023,NÃO,Cvg
16-11-2022,GS,Robo,Midea,Concluído,0,28-11-2022,16-12-2022,Sim,Thiago
16-11-2022,FG,Lavadora,Panasonic,GARANTIA NEGADA,0,0,25-11-2022,NÃO,Luan
16-11-2022,FON,Refrigerador,Panasonic,Concluído,0,17-11-2022,17-11-2022,Sim,Luan / Osiel
16-11-2022,GON,Lavadora,Panasonic,Concluído,0,18-11-2022,18-11-2022,Sim,Luan/  Osiel
16-11-2022,GB,Filtro De Agua,Midea,Concluído,0,12-06-2022,12-09-2022,Sim,Luan
16-11-2022,GON,Refrigerador,Panasonic,Concluído,25-11-2022,29-11-2022,29-11-2022,Sim,Cvg
16-11-2022,GS,Lava E Seca,Midea,SEM DEFEITO,0,0,28-11-2022,NÃO,Osiel
17-11-2022,GB,Robo,Wap,Concluído,24-11-2022,25-11-2022,12-02-2022,Sim,Mateus
17-11-2022,FON,Frizer,,Concluído,0,24-11-2022,24-11-2022,Sim,Osiel
17-11-2022,GON,Lavadora,Panasonic,Concluído,0,18-11-2022,18-11-2022,Sim,Cvg
17-11-2022,GON,Refrigerador,Panasonic,CANCELADO,0,0,22-11-2022,NÃO,
18-11-2022,GB,Micro- Ondas,Midea,Concluído,01-04-2023,01-05-2023,16-01-2023,Sim,Luan
18-11-2022,FB,Robo,Wap,,0,0,0,Não,
18-11-2022,FB,Ar-Condicionado Portatil,Midea,Concluído,0,12-09-2022,12-09-2022,Sim,"Luan,Osiel"
18-11-2022,FB,Ar-Condicionado Portatil,Midea,,0,0,0,Não,
18-11-2022,GB,Robo,Wap,Concluído,12-09-2022,12-12-2022,17-12-2022,Sim,Thiago
18-11-2022,FB,Ar-Condicionado,Midea,Concluído,0,22-11-2022,22-11-2022,NÃO,Osiel
18-11-2022,GON,Lava E Seca,Midea,Concluído,0,0,18-11-2022,NÃO,Cvg
18-11-2022,GB,Robo,Midea,Concluído,0,23-11-2022,23-11-2022,Sim,Mateus
21-11-2022,FB,Robo,Wap,DESCARTE,0,30-11-2022,16-02-2023,NÃO,Mateus
21-11-2022,GON,Lava E Seca,Midea,,0,0,0,Não,
21-11-2022,GON,Lavadora,Midea,Concluído,0,23-11-2022,23-11-2022,Sim,Luan / Osiel
