DATA,TIPO DE AT.,APARELHO,MARCA,TECNICO,STATUS,PEÇA RECEBIDA,PRONTO,SAÍDA,CONSERTADO?
19-02-2024,GB,Aspirador vertical,Wap,,,0,0,0,
19-02-2024,GON,Lavadora,Panasonic,Luiz e robson,Concluído,26/02/2024,28-02-2024,28-02-2024,Sim
19-02-2024,FB,Fritadeira,Midea,Thiago/robson,Concluído,0,21-02-2024,03-04-2024,Sim
19-02-2024,FB,Robo,Wap,Thiago,Concluído,0,03-01-2024,03-04-2024,Sim
19-02-2024,FB,Robo,Midea,,Sem conserto,0,0,27-02-2024,Não
19-02-2024,FON,Refrigerador,Panasonic,Luiz,Concluído,0,20-02-2024,20-02-2024,Sim
19-02-2024,GON,Refrigerador,Midea,Luiz,Concluído,0,20-02-2024,20-02-2024,Sim
19-02-2024,FON,Coifa,Panasonic,Cvg/luiz,Concluído,0,03-04-2024,03-04-2024,Sim
20-02-2024,FON,Lava e seca,Midea,Luiz,Concluído,0,27-02-2024,27-02-2024,Sim
20-02-2024,GON,Refrigerador,Panasonic,Luiz,Concluído,0,20-02-2024,20-02-2024,Sim
20-02-2024,GB,Lavadora,Panasonic,,,0,0,0,
20-02-2024,GON,Lava e seca,Midea,Luiz,Concluído,0,20-02-2024,20-02-2024,Sim
20-02-2024,GB,Robo,Wap,,,0,0,0,
20-02-2024,FB,Asp vertical,Midea,,,0,0,0,
20-02-2024,FB,Robo,Wap,,,0,0,0,
20-02-2024,FON,Lavadora,Panasonic,Luiz,Concluído,0,23-02-2024,23-02-2024,Sim
20-02-2024,GON,Lava e seca,Midea,,,0,0,0,
20-02-2024,FON,Lava e seca,Midea,Cvg,Concluído,0,20-02-2024,20-02-2024,Sim
21-02-2024,GON,Lavadora,Panasonic,Luiz,Concluído,28/02/2024,23-02-2023,23-02-2023,Sim
21-02-2024,GON,Lava e seca,Midea,Luiz,Concluído,0,03-07-2024,03-07-2024,Sim
22-02-2024,GON,Refrigerador,Panasonic,,Cancelado,0,0,03-07-2024,Não
22-02-2024,FON,Ar condicionado,Daikin,Luiz,Concluído,0,22-02-2024,22-02-2024,Sim
22-02-2024,FON,Robo,Wap,,,0,0,0,
22-02-2024,GON,Refrigerador,Midea,Luiz,Concluído,27/02/2024,22-02-2024,22-02-2024,Sim
22-02-2024,GON,Secadora,Midea,Luiz,Concluído,0,28-02-2024,28-02-2024,Sim
22-02-2024,GON,Lava e seca,Midea,,,0,0,0,
22-02-2024,FON,Lavadora,Panasonic,Luiz,Concluído,0,22-02-2024,22-02-2024,Sim
23-02-2024,GON,Lavadora,Panasonic,,Cancelado,0,0,26-02-2024,Não
23-02-2024,GON,Lava e seca,Midea,,,0,0,0,
23-02-2024,GON,Lavadora,Midea,Cvg,Concluído,0,28-02-2024,28-02-2024,Sim
23-02-2024,GON,Lavadora,Panasonic,Cvg e luiz,Concluído,28/02/2024,03-07-2024,03-07-2024,Sim
23-02-2024,GB,Refrigerador,Midea,,,0,0,0,
23-02-2024,GB,Refrigerador,Midea,,,0,0,0,
23-02-2024,GB,Microondas,Panasonic,Thiago,,01/03/2024,03-04-2024,0,
23-02-2024,GON,Lavadora,Panasonic,Luiz,Concluído,0,03-01-2024,03-01-2024,Sim
23-02-2024,FON,Refrigerador,Panasonic,Cvg,Concluído,0,26-02-2024,26-02-2024,Sim
23-02-2024,GON,Lavadora,Panasonic,Luiz,Concluído,0,28-02-2024,28-02-2024,Sim
23-02-2024,FON,Refrigerador,Panasonic,Cvg,Concluído,0,23-02-2024,23-02-2024,Sim
26-02-2024,GON,Lava e seca,Midea,,Cancelado,0,0,29-02-2024,Não
26-02-2024,GON,Lava e seca,Midea,,,0,0,0,
26-02-2024,GON,Refrigerador,Panasonic,,Rejeitado,0,0,03-07-2024,Rejeitado
26-02-2024,FB,Robo,Wap,Thiago,Concluído,0,03-01-2024,03-04-2024,Sim
26-02-2024,GON,Lavadora,Panasonic,Luiz,Concluído,0,28-02-2024,28-02-2024,Sim
26-02-2024,GON,Lavadora,Panasonic,Luiz,Concluído,0,03-07-2024,03-07-2024,Sim
27-02-2024,GON,Refrigerador,Panasonic,,,0,0,0,
27-02-2024,GON,Lavadora,Panasonic,Luiz,Concluído,0,28-02-2024,28-02-2024,Sim
27-02-2024,GB,Microondas,Midea,Thiago,Concluído,0,03-07-2024,03-08-2024,Sim
27-02-2024,GB,Microondas,Midea,,,0,0,0,
27-02-2024,GON,Refrigerador,Panasonic,Luiz,Concluído,0,28-02-2024,28-02-2024,Sim
27-02-2024,GON,Lavadora,Panasonic,Luiz,Concluído,0,29-02-2024,29-02-2024,Sim
27-02-2024,GON,Refrigerador,Panasonic,Luiz,,08/03/2024,0,0,
27-02-2024,GON,Lavadora,Panasonic,Luiz e cvg,Concluído,0,28-02-2024,28-02-2024,Sim
27-02-2024,FON,Lavadora,Panasonic,,,0,0,0,
28-02-2024,FB,Robo,Wap,,,0,0,0,
28-02-2024,GON,Refrigerador,Panasonic,Cvg,Concluído,0,28-02-2024,28-02-2024,Sim
28-02-2024,GON,Lavadora,Panasonic,Cvg e robson,,0,0,0,
28-02-2024,FON,Lava seca,Midea,,,0,0,0,
28-02-2024,GON,Lavadora,Panasonic,Luiz,,08/03/2024,0,0,
28-02-2024,GON,Lavadora,Panasonic,,,0,0,0,
28-02-2024,GON,Lava e seca,Midea,Luiz,Concluído,0,29-02-2024,29-02-2024,Sim
28-02-2024,GON,Refrigerador,Panasonic,Cvg,,0,0,0,
28-02-2024,GON,Refrigerador,Panasonic,Luiz,,0,0,0,
29-02-2024,GB,Robo,Wap,,,0,0,0,
29-02-2024,GON,Lava e seca,Midea,,,0,0,0,
29-02-2024,GON,Cooktop,Midea,Luiz,Concluído,0,03-01-2024,03-01-2024,Não
29-02-2024,FON,Refrigerador,Panasonic,Cvg,Concluído,0,03-01-2024,03-01-2024,Sim
29-02-2024,GON,Lavadora,Panasonic,Cvg e robson,Concluído,0,03-05-2024,03-05-2024,Sim
29-02-2024,GON,Lavadora,Panasonic,Cvg,Concluído,0,03-01-2024,03-01-2024,Sim
29-02-2024,GON,Refrigerador,Panasonic,Luiz,Concluído,0,03-01-2024,03-01-2024,Sim
03-01-2024,GON,Refrigerador,Panasonic,Cvg e robson,Concluído,0,03-05-2024,03-05-2024,Sim
03-01-2024,GON,Lavadora,Panasonic,,,0,0,0,
03-01-2024,GON,Refrigerador,Panasonic,Cvg,,0,0,0,
03-01-2024,GON,Lavadora,Midea,Luiz,Concludo,0,03-01-2024,03-01-2024,Sim
03-01-2024,GON,Lavadora,Panasonic,Cvg,,0,0,0,
03-01-2024,GB,Lavadora,Panasonic,,,0,0,0,
03-01-2024,GON,Lava e seca,Midea,Robson/cvg,Concluído,0,03-05-2024,03-05-2024,Sim
03-01-2024,GON,Cooktop,Midea,Luiz,Concluído,0,03-07-2024,03-07-2024,Sim
03-04-2024,GB,Aspirador,Wap,,,0,0,0,
03-04-2024,FB,Robo,Wap,,,0,0,0,
03-04-2024,GON,Lavadora,Panasonic,Cvg e robson,,0,0,0,
03-04-2024,GON,Lava e seca,Midea,,,0,0,0,
03-04-2024,FON,Lavadora,Panasonic,,,0,0,0,
03-04-2024,GON,Lavadora,Panasonic,,,0,0,0,
03-05-2024,GON,Lavadora,Panasonic,Cvg e robson,Concluído,0,03-06-2024,03-06-2024,Sim
03-05-2024,FB,Robo,Wap,,,0,0,0,
03-05-2024,FB,Robo,Wap,,,0,0,0,
03-05-2024,GB,Refrigerador,Midea,,,0,0,0,
03-05-2024,GON,Lavadora,Panasonic,,,0,0,0,
03-05-2024,GON,Refrigerador,Panasonic,Cvg,07/03-ag aprov gra,0,0,0,
03-05-2024,GON,Lavadora,Panasonic,Luiz,Concluído,0,03-07-2024,03-07-2024,Sim
03-05-2024,GON,Refrigerador,Panasonic,Cvg e robson,Concluído,0,03-06-2024,03-06-2024,Sim
03-05-2024,GON,Refrigerador,Panasonic,Cvg e robson,07/03-ag aprov gra,0,0,0,
03-05-2024,FB,Panela,Midea,,,0,0,0,
03-05-2024,GON,Refrigerador,Panasonic,,,0,0,0,
03-05-2024,GB,Fritadeira,Midea,,,0,0,0,
03-05-2024,FB,Robo,Wap,,,0,0,0,
03-06-2024,FON,Lavadora,Panasonic,Luiz,Concluído,0,03-07-2024,03-07-2024,Sim
03-07-2024,GON,Refrigerador,Panasonic,,,0,0,0,
03-07-2024,GON,Lavadora,Panasonic,Luiz,Concluído,0,03-07-2024,03-07-2024,Sim
03-07-2024,GON,Refrigerador,Panasonic,Cvg,Concluído,0,03-07-2024,03-07-2024,Sim
03-07-2024,FB,Robo,Wap,,,0,0,0,
0,GON,Lava e seca,Midea,,,0,0,0,
03-07-2024,GB,Aspirador,Wap,,,0,0,0,
03-07-2024,GB,Robo,Wap,,,0,0,0,
03-07-2024,GB,Microondas,Midea,,,0,0,0,
03-07-2024,FB,Robo,Midea,,,0,0,0,
03-07-2024,GON,Lavadora,Panasonic,,,0,0,0,
03-08-2024,GON,Lava e seca,Midea,,,0,0,0,
03-08-2024,FON,Lavadora,Panasonic,,,0,0,0,
03-08-2024,GON,Lava e seca,Midea,,,0,0,0,
03-08-2024,FON,Lavadora,Panasonic,,,0,0,0,
03-08-2024,GON,Lavadora,Panasonic,,,0,0,0,
03-08-2024,GON,Lava e seca,Midea,,,0,0,0,
03-08-2024,GON,Lava e seca,Midea,,,0,0,0,
03-08-2024,FON,Lavadora,Panasonic,,,0,0,0,
