DATA,TIPO DE AT.,APARELHO,MARCA,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO,TECNICO,TEMPO_CONSERTO,MES_ANO
15/02/2021,ETICKET,Robo,Midea,Concluido,2021-03-25,2021-03-27,04/06/2021,sim,0,2,2021-03
15/02/2021,ETICKET,Robo,Wap,Concluido,2021-09-03,2021-09-03,03/11/2021,sim,0,0,2021-09
15/02/2021,ETICKET,Robo,Wap,Concluido,2021-02-23,2021-02-23,03/01/2021,sim,0,0,2021-02
15/02/2021,ETICKET,Robo,Wap,Concluido,2021-05-13,2021-05-13,19/05/2021,sim,0,0,2021-05
17/02/2021,ETICKET,Aspirador,Midea,Concluido,2021-03-18,2021-03-19,03/06/2021,sim,0,1,2021-03
17/02/2021,ETICKET,Robo,Wap,Concluido,2021-09-03,2021-09-03,03/11/2021,sim,0,0,2021-09
18/02/2021,BALCÃO,Robo,Wap,Concluido,2021-01-03,2021-02-03,03/04/2021,sim,0,31,2021-01
18/02/2021,BALCÃO,Robo,Wap,Concluido,2021-01-04,2021-01-04,04/06/2021,sim,0,0,2021-01
18/02/2021,ETICKET,Robo,Wap,Concluido,2021-09-03,2021-09-03,03/11/2021,sim,0,0,2021-09
18/02/2021,ETICKET,Fritadeira,Midea,Concluido,2021-03-18,2021-03-30,04/06/2021,sim,0,12,2021-03
18/02/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-03,2021-12-03,23/03/2021,sim,0,214,2021-05
19/02/2021,BALCÃO,Robo,Wap,Concluido,2021-01-03,2021-02-03,03/03/2021,sim,0,31,2021-01
19/02/2021,ETICKET,Microondas,Midea,Concluido,2021-02-03,2021-04-03,03/12/2021,sim,0,59,2021-02
19/02/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-10-03,2021-12-03,03/12/2021,sim,0,61,2021-10
19/02/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-01-03,2021-02-22,22/02/2021,sim,0,50,2021-01
19/02/2021,ETICKET,Robo,Wap,Concluido,2021-01-03,2021-02-03,03/03/2021,sim,0,31,2021-01
19/02/2021,ETICKET,Robo,Wap,Concluido,2021-09-03,2021-09-03,03/11/2021,sim,0,0,2021-09
19/02/2021,ETICKET,Robo,Wap,Concluido,2021-09-03,2021-09-03,03/11/2021,sim,0,0,2021-09
20/02/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-01-03,2021-02-23,23/02/2021,sim,0,51,2021-01
20/02/2021,BALCÃO,Climatizador,Midea,Concluido,2021-02-26,2021-02-27,22/07/2021,sim,0,1,2021-02
20/02/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-09-03,2021-11-03,03/11/2021,sim,0,61,2021-09
22/02/2021,ETICKET,Robo,Wap,Concluido,2021-09-03,2021-09-03,03/11/2021,sim,0,0,2021-09
23/02/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-09-03,2021-12-03,00/00/0000,não,0,91,2021-09
23/02/2021,ETICKET,Robo,Wap,Concluido,2021-09-03,2021-09-03,03/11/2021,sim,0,0,2021-09
23/02/2021,ETICKET,Robo,Wap,Concluido,2021-09-03,2021-09-03,03/11/2021,sim,0,0,2021-09
23/02/2021,ETICKET,Robo,Wap,Concluido,2021-08-24,2021-09-30,30/09/2021,sim,0,37,2021-08
23/02/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-03,2021-05-03,03/12/2021,sim,0,0,2021-05
24/02/2021,BALCÃO,Lava E Seca,Midea,Concluido,2021-10-03,2021-11-03,03/12/2021,sim,0,31,2021-10
24/02/2021,ETICKET,Robo,Wap,Concluido,2021-09-03,2021-09-03,03/11/2021,sim,0,0,2021-09
26/02/2021,ETICKET,Robo,Wap,Concluido,2021-03-18,2021-03-18,19/03/2021,sim,0,0,2021-03
26/02/2021,ETICKET,Climatizador,Midea,Troca,2021-03-30,2021-03-30,17/04/2021,troca,0,0,2021-03
26/02/2021,BALCÃO,Robo,Wap,Concluido,2021-12-03,2021-12-03,04/07/2021,sim,0,0,2021-12
27/02/2021,ETICKET,Robo,Wap,Concluido,2021-12-03,2021-12-03,17/03/2021,sim,0,0,2021-12
27/02/2021,ETICKET,Robo,Wap,Concluido,2021-12-03,2021-12-03,17/03/2021,sim,0,0,2021-12
27/02/2021,ETICKET,Robo,Wap,Concluido,2021-03-18,2021-03-18,19/03/2021,sim,0,0,2021-03
27/02/2021,ON SITE,Ar Portatil,Midea,Concluido,2021-02-27,2021-03-03,03/03/2021,sim,0,4,2021-02
27/02/2021,ETICKET,Robo,Wap,Concluido,2021-07-04,2021-08-04,04/12/2021,sim,0,31,2021-07
03/01/2021,ON SITE,Lavadora,Panasonic,Indefinido,2021-03-19,2021-03-20,20/03/2021,sim,0,1,2021-03
03/03/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-04-17,19/04/2021,sim,0,19,2021-03
03/03/2021,ETICKET,Robo,Wap,Concluido,2021-03-18,2021-03-18,19/03/2021,sim,0,0,2021-03
03/03/2021,ETICKET,Robo,Wap,Concluido,2021-01-04,2021-06-04,04/08/2021,sim,0,151,2021-01
03/03/2021,ETICKET,Robo,Wap,Concluido,2021-03-18,2021-03-18,19/03/2021,sim,0,0,2021-03
03/03/2021,ETICKET,Robo,Wap,Concluido,2021-01-04,2021-01-04,04/05/2021,sim,0,0,2021-01
03/03/2021,ETICKET,Robo,Wap,Concluido,2021-03-18,2021-03-18,29/03/2021,sim,0,0,2021-03
03/03/2021,BALCÃO,Robo,Wap,Concluido,2021-03-18,2021-03-18,19/03/2021,sim,0,0,2021-03
03/05/2021,ETICKET,Aspirador,Midea,Concluido,2021-03-19,2021-03-24,29/03/2021,sim,0,5,2021-03
03/05/2021,ETICKET,Robo,Wap,Concluido,2021-03-18,2021-03-24,29/03/2021,sim,0,6,2021-03
03/05/2021,ETICKET,Robo,Wap,Concluido,2021-03-24,2021-03-24,29/03/2021,sim,0,0,2021-03
03/08/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-03-24,2021-03-26,26/03/2021,sim,0,2,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-24,2021-03-26,31/03/2021,sim,0,2,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-04-29,2021-04-30,05/05/2021,sim,0,1,2021-04
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-01-04,2021-05-04,04/06/2021,sim,0,120,2021-01
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-24,2021-03-25,31/03/2021,sim,0,1,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-24,2021-03-25,04/08/2021,sim,0,1,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-24,2021-03-26,31/03/2021,sim,0,2,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-29,31/03/2021,sim,0,0,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/09/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-29,30/03/2021,sim,0,0,2021-03
03/10/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/10/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/10/2021,ETICKET,Robo,Wap,1675,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/10/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/11/2021,BALCÃO,Cervejeira,Midea,Concluido,2021-09-04,2021-10-04,17/04/2021,sim,0,30,2021-09
03/11/2021,BALCÃO,Robo,Wap,Concluido,2021-03-18,2021-03-18,19/03/2021,sim,0,0,2021-03
03/12/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/12/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/12/2021,ETICKET,Robo,Wap,Concluido,2021-01-04,2021-01-04,04/05/2021,sim,0,0,2021-01
03/12/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-12-04,14/04/2021,sim,0,250,2021-03
03/12/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/12/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/12/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
03/12/2021,ETICKET,Robo,Midea,Concluido,2021-05-04,2021-05-04,15/04/2021,sim,0,0,2021-05
03/12/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-12-04,04/12/2021,sim,0,91,2021-09
15/03/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-29,31/03/2021,sim,0,0,2021-03
15/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-08-04,2021-08-04,16/04/2021,não,0,0,2021-08
15/03/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-03-29,2021-03-30,30/03/2021,sim,0,1,2021-03
16/03/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
16/03/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
16/03/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,04/06/2021,sim,0,1,2021-03
16/03/2021,ETICKET,Robo,Wap,Concluido,2021-03-29,2021-03-30,31/03/2021,sim,0,1,2021-03
16/03/2021,ETICKET,Robo,Wap,Concluido,2021-01-04,2021-06-04,04/06/2021,sim,0,151,2021-01
16/03/2021,ETICKET,Robo,Wap,Concluido,2021-01-04,2021-05-04,04/08/2021,sim,0,120,2021-01
16/03/2021,ETICKET,Robo,Wap,Concluido,2021-01-04,2021-05-04,04/08/2021,sim,0,120,2021-01
16/03/2021,ETICKET,Robo,Wap,Concluido,2021-01-04,2021-05-04,04/06/2021,sim,0,120,2021-01
16/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-10-04,04/12/2021,sim,0,30,2021-09
16/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-10-04,14/04/2021,sim,0,30,2021-09
18/03/2021,BALCÃO,Robo,Wap,Concluido,2021-01-04,2021-01-04,04/06/2021,sim,0,0,2021-01
18/03/2021,ETICKET,Robo,Wap,Concluido,2021-07-04,2021-07-04,04/08/2021,sim,0,0,2021-07
18/03/2021,ETICKET,Robo,Wap,Concluido,2021-07-04,2021-08-04,04/12/2021,sim,0,31,2021-07
18/03/2021,ETICKET,Robo,Wap,Concluido,2021-07-04,2021-08-04,04/12/2021,sim,0,31,2021-07
19/03/2021,ETICKET,Robo,Wap,Concluido,2021-07-04,2021-08-04,04/12/2021,sim,0,31,2021-07
19/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-13,2021-04-15,19/04/2021,sim,0,2,2021-04
19/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-19,2021-04-22,23/04/2021,sim,0,3,2021-04
19/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-10-04,04/12/2021,sim,0,30,2021-09
19/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-09-04,04/12/2021,sim,0,0,2021-09
19/03/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-03-29,2021-03-30,30/03/2021,sim,0,1,2021-03
20/03/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-01-04,2021-03-23,23/03/2021,sim,0,78,2021-01
22/03/2021,BALCÃO,Robo,Wap,Concluido,2021-01-04,2021-08-04,04/09/2021,sim,0,212,2021-01
22/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-10-04,04/12/2021,sim,0,30,2021-09
22/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-27,2021-04-29,05/03/2021,sim,0,2,2021-04
22/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-13,2021-04-15,19/04/2021,sim,0,2,2021-04
22/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-10-01,04/12/2021,sim,0,27,2021-09
22/03/2021,ETICKET,Microondas,Midea,Concluido,2021-04-23,2021-04-23,05/07/2021,sim,0,0,2021-04
23/02/2021,BALCÃO,Robo,Wap,Concluido,2021-01-04,2021-05-04,04/08/2021,sim,0,120,2021-01
23/03/2021,BALCÃO,Robo,Wap,Concluido,2021-01-04,2021-01-04,04/05/2021,sim,0,0,2021-01
24/03/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-01-04,2021-03-26,26/03/2021,sim,0,81,2021-01
24/03/2021,BALCÃO,Cooktop,Midea,Concluido,2021-03-22,2021-03-24,25/03/2021,sim,0,2,2021-03
24/03/2021,BALCÃO,Robã,Wap,Concluido,2021-01-04,2021-01-04,04/05/2021,sim,0,0,2021-01
24/03/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-05-04,2021-05-04,04/05/2021,sim,0,0,2021-05
24/03/2021,BALCÃO,Robo,Wap,Concluido,2021-09-04,2021-12-04,13/04/2021,sim,0,91,2021-09
24/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-10-04,04/12/2021,sim,0,30,2021-09
24/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-10-04,04/12/2021,sim,0,30,2021-09
24/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-19,2021-04-30,05/03/2021,sim,0,11,2021-04
24/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-09-04,04/12/2021,sim,0,0,2021-09
24/03/2021,ETICKET,Robo,Wap,Concluido,2021-01-04,2021-05-04,04/06/2021,sim,0,120,2021-01
24/03/2021,ETICKET,Robo,Wap,Concluido,2021-09-04,2021-12-04,14/04/2021,sim,0,91,2021-09
25/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-29,2021-07-23,26/07/2021,sim,0,85,2021-04
25/03/2021,BALCÃO,Robo,Wap,Concluido,2021-01-04,2021-05-04,04/06/2021,sim,0,120,2021-01
25/03/2021,BALCÃO,Robo,Wap,Concluido,2021-01-04,2021-05-04,04/06/2021,sim,0,120,2021-01
25/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-04,2021-07-04,16/04/2021,sim,0,30,2021-06
25/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-15,2021-04-17,19/04/2021,sim,0,2,2021-04
26/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-19,2021-04-20,26/04/2021,sim,0,1,2021-04
26/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-15,2021-04-17,23/04/2021,sim,0,2,2021-04
26/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-04,2021-07-04,16/04/2021,sim,0,30,2021-06
26/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-19,2021-04-22,26/04/2021,sim,0,3,2021-04
26/03/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-04,2021-07-04,15/04/2021,sim,0,30,2021-06
29/03/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-05-04,2021-07-04,04/07/2021,sim,0,61,2021-05
29/03/2021,ETICKET,Lava E Seca,Midea,Concluido,2021-05-04,2021-05-04,04/05/2021,sim,0,0,2021-05
29/03/2021,BALCÃO,Robo,Wap,Concluido,2021-07-04,2021-08-04,04/09/2021,sim,0,31,2021-07
29/03/2021,BALCÃO,Robo,Wap,Concluido,2021-04-15,2021-04-17,20/04/2021,sim,0,2,2021-04
29/03/2021,ETICKET,Fritadeira,Midea,Concluido,2021-05-04,2021-05-04,04/09/2021,sim,0,0,2021-05
30/03/2021,BALCÃO,Robã,Wap,Concluido,2021-04-23,2021-04-26,05/07/2021,sim,0,3,2021-04
30/03/2021,BALCÃO,Robo,Wap,Concluido,2021-07-04,2021-07-04,14/04/2021,sim,0,0,2021-07
31/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-20,2021-04-22,26/04/2021,sim,0,2,2021-04
31/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-20,2021-04-22,26/04/2021,sim,0,2,2021-04
31/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-20,2021-04-22,26/04/2021,sim,0,2,2021-04
31/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-29,2021-04-30,05/03/2021,sim,0,1,2021-04
31/03/2021,ETICKET,Robo,Wap,Concluido,2021-04-20,2021-04-22,26/04/2021,sim,0,2,2021-04
04/01/2021,ETICKET,Robo,Wap,Concluido,2021-04-27,2021-04-30,05/03/2021,sim,0,3,2021-04
04/01/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-27,2021-04-28,05/07/2021,sim,0,1,2021-04
04/01/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-04-15,2021-06-04,04/06/2021,sim,0,50,2021-04
04/01/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-14,2021-04-17,23/04/2021,sim,0,3,2021-04
04/05/2021,ETICKET,Robo,Wap,Concluido,2021-04-23,2021-04-29,05/03/2021,sim,0,6,2021-04
04/05/2021,ETICKET,Robo,Wap,Concluido,2021-04-20,2021-04-22,26/04/2021,sim,0,2,2021-04
04/05/2021,ETICKET,Robo,Wap,Concluido,2021-04-26,2021-04-28,05/05/2021,sim,0,2,2021-04
04/06/2021,BALCÃO,Robo,Wap,Concluido,2021-04-15,2021-04-16,24/04/2021,sim,0,1,2021-04
04/06/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-04-22,2021-04-30,00/00/0000,sim,0,8,2021-04
04/07/2021,ETICKET,Robo,Midea,Concluido,2021-04-27,2021-04-29,05/07/2021,sim,0,2,2021-04
04/07/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-30,05/11/2021,sim,0,2,2021-04
04/07/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-29,05/07/2021,sim,0,1,2021-04
04/07/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-29,05/07/2021,sim,0,1,2021-04
04/07/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-30,05/11/2021,sim,0,2,2021-04
04/07/2021,ETICKET,Robo,Wap,Concluido,2021-04-20,2021-04-22,26/04/2021,sim,0,2,2021-04
04/08/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-29,05/07/2021,sim,0,1,2021-04
04/09/2021,BALCÃO,Robo,Wap,Concluido,2021-04-19,2021-04-20,20/04/2021,sim,0,1,2021-04
04/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-30,05/11/2021,sim,0,2,2021-04
04/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-30,05/11/2021,sim,0,2,2021-04
04/09/2021,ETICKET,Robo,Wap,Concluido,2021-04-30,2021-05-05,05/07/2021,sim,0,5,2021-04
04/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-29,05/07/2021,sim,0,1,2021-04
04/09/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-30,05/11/2021,sim,0,2,2021-04
04/10/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-04-22,2021-04-28,28/04/2021,sim,0,6,2021-04
04/10/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-04-22,2021-04-28,28/04/2021,sim,0,6,2021-04
04/12/2021,BALCÃO,Robo,Wap,Concluido,2021-05-13,2021-05-15,17/05/2021,sim,0,2,2021-05
04/12/2021,ETICKET,Robo,Wap,Concluido,2021-04-20,2021-04-22,26/04/2021,sim,0,2,2021-04
04/12/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-29,05/07/2021,sim,0,1,2021-04
04/12/2021,ETICKET,Robo,Midea,Concluido,2021-04-05,2021-05-05,05/11/2021,sim,0,30,2021-04
04/12/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-29,05/07/2021,sim,0,1,2021-04
04/12/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-05,2021-07-05,05/11/2021,sim,0,30,2021-06
04/12/2021,ETICKET,Robo,Wap,Concluido,2021-04-26,2021-04-29,05/03/2021,sim,0,3,2021-04
04/12/2021,ON SITE,Lavadora,Panasonic,Concluido,2021-03-05,2021-10-05,05/10/2021,sim,0,214,2021-03
04/12/2021,BALCÃO,Fritadeira,Midea,Concluido,2021-04-15,2021-07-05,05/12/2021,sim,0,81,2021-04
04/12/2021,ON SITE,Refrigerador,Panasonic,Concluido,2021-04-22,2021-04-28,28/04/2021,sim,0,6,2021-04
13/04/2021,BALCÃO,Robo,Wap,Concluido,2021-04-23,2021-04-27,30/04/2021,sim,0,4,2021-04
13/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,19/05/2021,sim,0,1,2021-05
13/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-05,2021-07-05,05/11/2021,sim,0,30,2021-06
13/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-29,05/07/2021,sim,0,1,2021-04
13/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-28,2021-04-30,05/11/2021,sim,0,2,2021-04
13/04/2021,ETICKET,Robo,Wap,Concluido,2021-04-29,2021-04-30,05/03/2021,sim,0,1,2021-04
13/04/2021,ETICKET,Robo,Wap,Concluido,2021-04-27,2021-04-29,05/03/2021,sim,0,2,2021-04
13/04/2021,ETICKET,Robo,Wap,Concluido,2021-04-29,2021-04-30,05/03/2021,sim,0,1,2021-04
,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,21/05/2021,sim,0,1,2021-05
,ETICKET,Aspirador,Midea,Concluido,2021-04-05,2021-05-05,05/11/2021,sim,0,30,2021-04
,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-17,20/05/2021,sim,0,3,2021-05
,ETICKET,Microondas,Midea,Concluido,2021-05-14,2021-05-20,26/05/2021,sim,0,6,2021-05
,ETICKET,Aspirador,Mdea,Concluido,2021-04-28,2021-05-17,20/05/2021,sim,0,19,2021-04
14/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,25/05/2021,sim,0,2,2021-05
14/04/2021,ETICKET,Robo,Wap,Concluido,2021-03-05,2021-05-05,05/07/2021,sim,0,61,2021-03
15/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-21,24/05/2021,sim,0,3,2021-05
15/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-05,2021-05-05,05/11/2021,sim,0,30,2021-04
16/04/2021,BALCÃO,Robo,Wap,Concluido,2021-04-23,2021-04-26,29/04/2021,sim,0,3,2021-04
16/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-21,26/05/2021,sim,0,3,2021-05
19/04/2021,ETICKET,Robo,Wap,Concluido,2021-06-05,2021-11-05,05/11/2021,sim,0,153,2021-06
19/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-05,2021-07-05,05/11/2021,sim,0,30,2021-06
19/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-17,20/05/2021,sim,0,3,2021-05
19/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-05,2021-07-05,05/11/2021,sim,0,30,2021-06
19/04/2021,ETICKET,Robo,Wap,Concluido,2021-06-05,2021-09-05,05/10/2021,sim,0,92,2021-06
20/04/2021,BALCÃO,Robo,Wap,Concluido,2021-04-26,2021-04-28,30/04/2021,sim,0,2,2021-04
20/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-05,2021-05-27,06/01/2021,sim,0,52,2021-04
20/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-19,25/05/2021,sim,0,1,2021-05
20/04/2021,ETICKET,Robo,Wap,Concluido,2021-06-05,2021-07-05,05/10/2021,sim,0,30,2021-06
20/04/2021,ETICKET,Robo,Wap,Concluido,2021-06-05,2021-10-05,05/11/2021,sim,0,122,2021-06
20/04/2021,ETICKET,Robo,Wap,Concluido,2021-04-30,2021-05-05,05/10/2021,sim,0,5,2021-04
20/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-06-05,2021-07-05,05/11/2021,sim,0,30,2021-06
20/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,21/05/2021,sim,0,1,2021-05
20/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-18,2021-05-19,25/05/2021,sim,0,1,2021-05
20/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-04-05,2021-05-05,05/11/2021,sim,0,30,2021-04
22/04/2021,ETICKET,Robo,Midea,Concluido,2021-07-05,2021-12-05,20/05/2021,sim,0,153,2021-07
22/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-07-05,2021-08-05,05/12/2021,sim,0,31,2021-07
22/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-17,20/05/2021,sim,0,3,2021-05
23/04/2021,BALCÃO,Refrigerador,Panasonic,Concluido,2021-05-13,2021-05-14,19/05/2021,sim,0,1,2021-05
23/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,21/05/2021,sim,0,1,2021-05
23/04/2021,ETICKET,Robo,Wap,Concluido,2021-04-05,2021-05-05,05/07/2021,sim,0,30,2021-04
23/04/2021,ETICKET,Robo,Wap,Concluido,2021-04-29,2021-04-30,05/03/2021,sim,0,1,2021-04
23/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-20,25/05/2021,sim,0,2,2021-05
23/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-13,2021-05-14,19/05/2021,sim,0,1,2021-05
23/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-13,2021-05-14,19/05/2021,sim,0,1,2021-05
23/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-21,24/05/2021,sim,0,3,2021-05
24/04/2021,BALCÃO,Robo,Wap,Concluido,2021-04-29,2021-05-05,05/07/2021,sim,0,6,2021-04
26/04/2021,ETICKET,Robo,Wap,Concluido,2021-06-05,2021-10-05,05/11/2021,sim,0,122,2021-06
26/04/2021,ETICKET,Robo,Wap,Concluido,2021-06-05,2021-07-05,05/10/2021,sim,0,30,2021-06
26/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-14,2021-05-17,20/05/2021,sim,0,3,2021-05
26/04/2021,ETICKET,Robo,Wap,Concluido,2021-06-05,2021-07-05,05/10/2021,sim,0,30,2021-06
26/04/2021,ETICKET,Aspirador,Midea,Concluido,2021-05-13,2021-05-27,06/01/2021,sim,0,14,2021-05
26/04/2021,ETICKET,Panela De PressãO,Midea,Concluido,2021-05-18,2021-05-19,25/05/2021,sim,0,1,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,21/05/2021,sim,0,1,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-19,20/05/2021,sim,0,1,2021-05
27/04/2021,ETICKET,Robo,Wap,Concluido,2021-05-18,2021-05-18,19/05/2021,sim,0,0,2021-05
