DATA,TIPO DE AT.,APARELHO,MARCA,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO,TECNICO,TEMPO_CONSERTO,MES_ANO
13/02/2023,GB,Robo,Wap,Cncluido,2023-02-16,2023-02-17,10/05/2023,sim,THIAGO,1,2023-02
14/02/2023,GON,Refrigerador,Panasonic,Concluído,2023-02-27,2023-03-06,06/03/2023,sim,OSIEL,7,2023-02
14/02/2023,GB,Aspirador,Midea,Concluído,2023-03-01,2023-03-08,13/03/2023,sim,THIAGO,7,2023-03
14/02/2023,GB,Robo,Wap,Concluído,2023-03-03,2023-03-13,15/03/2023,sim,MATEUS,10,2023-03
14/02/2023,GON,Refrigerador,Panasonic,Concluído,2023-03-01,2023-03-03,03/03/2023,sim,CVG,2,2023-03
16/02/2023,GB,Robo,Wap,Concluído,2023-02-22,2023-02-23,02/03/2023,sim,THIAGO,1,2023-02
17/02/2023,GB,Micro Ondas,Midea,Concluído,2023-03-16,2023-03-17,31/03/2023,sim,MATHEUS LEITE,1,2023-03
17/02/2023,GB,Micro Ondas,Midea,Concluído,2023-03-13,2023-03-15,21/03/2023,sim,MATHEUS/ROBSON,2,2023-03
17/02/2023,GB,Frigobar,Midea,Concluído,2023-03-21,2023-03-22,31/03/2023,sim,BRENNO,1,2023-03
20/02/2023,GON,Lavadora,Panasonic,Concluído,2023-03-10,2023-03-11,11/03/2023,sim,OSIEL / CVG,1,2023-03
21/02/2023,GON,Refrigerador,Panasonic,Concluído,2023-03-08,2023-04-01,01/04/2023,sim,OSIEL / CVG,24,2023-03
22/02/2023,GB,Robo,Wap,Concluído,2023-03-03,2023-03-07,08/03/2023,sim,THIAGO,4,2023-03
23/02/2023,GB,Robo,Wap,Concluído,2023-03-03,2023-03-08,08/03/2023,sim,THIAGO,5,2023-03
23/02/2023,GON,Refrigerador,Panasonic,Concluído,2023-03-08,2023-03-11,11/03/2023,sim,CVG,3,2023-03
24/02/2023,GB,Micro Ondas,Toshiba,Concluído,2023-03-30,2023-03-31,12/03/2023,sim,MATHEUS LEITE,1,2023-03
24/02/2023,GB,Micro Ondas,Midea,Concluído,2023-03-16,2023-03-17,31/03/2023,sim,MATHEUS LEITE,1,2023-03
27/02/2023,GB,Microondas,Toshiba,Concluído,2023-03-03,2023-03-07,07/03/2023,sim,CVG/ROBSON/MAT,4,2023-03
27/02/2023,GB,Robo,Wap,Concluído,2023-03-03,2023-03-07,08/03/2023,sim,THIAGO,4,2023-03
27/02/2023,GB,Robo,Wap,Concluído,2023-04-03,2023-04-06,09/05/2023,sim,THIAGO,3,2023-04
27/02/2023,GB,Robo,Wap,Concluído,2023-03-03,2023-03-07,15/03/2023,sim,THIAGO,4,2023-03
28/02/2023,GB,Aspirador,Midea,Concluído,2023-03-21,2023-03-23,11/04/2023,sim,THIAGO/BIANCA,2,2023-03
28/02/2023,GON,Ar Portatil,Midea,Concluído,2023-03-13,2023-03-14,15/03/2023,sim,OSIEL,1,2023-03
01/03/2023,GB,Robo,Wap,Concluído,2023-03-07,2023-03-09,14/03/2023,sim,THIAGO,2,2023-03
01/03/2023,GB,Aspirador,Midea,Concluído,2023-03-21,2023-03-21,22/03/2023,sim,THIAGO,0,2023-03
01/03/2023,GB,Aspirador,Wap,Concluído,2023-03-16,2023-03-17,04/04/2023,sim,THIAGO,1,2023-03
02/03/2023,GB,Robo,Wap,Concluído,2023-03-07,2023-03-09,10/03/2023,sim,THIAGO,2,2023-03
02/03/2023,GON,Frigobar,Midea,Concluído,2023-03-27,2023-04-10,10/04/2023,sim,OSIEL/BRENNO,14,2023-03
02/03/2023,GON,Lava E Seca,Midea,Concluído,2023-03-08,2023-03-14,14/03/2023,sim,CVG,6,2023-03
02/03/2023,GON,Lavadora,Panasonic,Concluído,2023-03-17,2023-04-04,04/04/2023,sim,CVG,18,2023-03
03/03/2023,GB,Micro Ondas,Midea,Concluído,2023-03-27,2023-03-28,30/03/2023,sim,MATHEUS/ROBSON,1,2023-03
03/03/2023,GB,Mop  Elétrico,Wap,Concluído,2023-03-16,2023-03-17,23/03/2023,sim,TIAGO,1,2023-03
03/03/2023,GB,Robo,Wap,Concluído,2023-03-16,2023-03-21,24/03/2023,sim,MATEUS,5,2023-03
03/03/2023,GON,Lavadora,Panasonic,Concluído,2023-03-10,2023-03-18,18/03/2023,sim,CVG,8,2023-03
06/03/2023,GON,Fritadeira,Midea,Concluído,2023-03-17,2023-03-20,23/03/2023,sim,THIAGO,3,2023-03
06/03/2023,GB,Robo,Midea,Concluído,2023-03-16,2023-03-20,23/03/2023,sim,MATEUS,4,2023-03
06/03/2023,GB,Robo,Wap,Concluído,2023-03-16,2023-03-21,24/03/2023,sim,MATEUS,5,2023-03
06/03/2023,GB,Robo,Wap,Concluído,2023-03-10,2023-03-14,20/03/2023,sim,THIAGO,4,2023-03
06/03/2023,GON,Refrigerador,Panasonic,Concluído,2023-03-15,2023-03-17,17/03/2023,sim,CVG / OSIEL,2,2023-03
07/03/2023,GON,Robo,Wap,Concluído,2023-03-20,2023-03-21,04/04/2023,sim,THIAGO,1,2023-03
07/03/2023,GB,Robo,Midea,Concluído,2023-03-16,2023-03-20,28/03/2023,sim,MATEUS,4,2023-03
08/03/2023,GB,Fritadeira,Midea,Concluído,2023-03-17,2023-03-21,23/03/2023,sim,THIAGO,4,2023-03
09/03/2023,GON,Refrigerador,Panasonic,Concluído,2023-03-22,2023-04-11,11/04/2023,sim,OSIEL/CVG/BRENNO,20,2023-03
09/03/2023,GB,Robo,Wap,Concluído,2023-03-30,2023-03-31,05/04/2023,sim,MATEUS,1,2023-03
10/03/2023,GB,Microondas,Midea,Concluído,2023-03-21,2023-03-21,31/03/2023,sim,MATHEUS/ROBSON,0,2023-03
10/03/2023,GB,Refrigerador,Panasonic,Concluído,2023-03-22,2023-03-23,31/03/2023,sim,BRENNO,1,2023-03
13/03/2023,GON,Refrigerador,Panasonic,Concluído,2023-03-21,2023-04-12,12/04/2023,sim,CVG,22,2023-03
13/03/2023,GB,Robo,Wap,Concluído,2023-03-20,2023-03-21,23/03/2023,sim,THIAGO,1,2023-03
14/03/2023,GB,Microondas,Panasonic,Concluído,2023-03-21,2023-03-21,23/03/2023,sim,MATHEUS,0,2023-03
,GB,Aspirador,Midea,Concluído,2023-03-22,2023-03-23,28/03/2023,sim,THIAGO,1,2023-03
14/03/2023,GB,Robo,Midea,Concluído,2023-03-27,2023-03-28,30/03/2023,sim,MATEUS/BIANCA,1,2023-03
15/03/2023,GB,Robo,Wap,Concluído,2023-03-20,2023-03-23,02/05/2023,sim,THIAGO/BIANCA,3,2023-03
16/03/2023,GON,Lavadora,Panasonic,Concluído,2023-03-24,2023-04-04,04/04/2023,sim,CVG/ROBSON/BRENNO,11,2023-03
16/03/2023,GON,Refrigerador,Panasonic,Concluído,2023-04-18,2023-04-24,24/04/2023,sim,CVG,6,2023-04
,GB,Aspirador,Midea,Concluído,2023-03-27,2023-03-28,05/04/2023,sim,MATHEUS ROSA/BIANCA,1,2023-03
16/03/2023,GB,Robo,Wap,Concluído,2023-03-31,2023-04-05,11/04/2023,sim,MATHEUS ROSA,5,2023-03
16/03/2023,GB,Aspirador,Wap,Concluído,2023-03-30,2023-04-03,11/04/2023,sim,THIAGO,4,2023-03
16/03/2023,GB,Fritadeira,Midea,Concluído,2023-03-30,2023-04-03,06/04/2023,sim,THIAGO,4,2023-03
16/03/2023,GB,Robo,Midea,Concluído,2023-03-23,2023-03-29,30/03/2023,sim,MATEUS,6,2023-03
17/03/2023,GB,Aspirador,Wap,Concluído,2023-03-30,2023-04-04,19/04/2023,sim,THIAGO,5,2023-03
20/03/2023,GB,Robo,Wap,Concluído,2023-03-28,2023-03-29,30/03/2023,sim,BIANCA/MATHEUS R,1,2023-03
20/03/2023,GB,Robo,Wap,Concluído,2023-05-30,2023-06-01,21/07/2023,sim,BIANCA/MATHEUS R,2,2023-05
20/03/2023,GB,Robo,Wap,Concluído,2023-03-03,2023-04-05,22/05/2023,sim,MATEUS,33,2023-03
21/03/2023,GB,Robo,Midea,Concluído,2023-03-28,2023-04-20,26/04/2023,sim,MATHEUS ROSA,23,2023-03
22/03/2023,GB,Aspirador De Pó Vert,Midea,Concluído,2023-03-28,2023-03-29,31/03/2023,sim,MATHEUS ROSA,1,2023-03
22/03/2023,GB,Robo,Wap,Concluído,2023-03-28,2023-03-29,04/04/2023,sim,MATEUS,1,2023-03
23/03/2023,GB,Robo,Wap,Concluído,2023-03-30,2023-03-31,06/04/2023,sim,MATHEUS ROSA,1,2023-03
23/03/2023,GON,Lavadora,Panasonic,Concluído,2023-04-10,2023-04-12,12/04/2023,sim,CVG,2,2023-04
24/03/2023,GON,Lavadora,Panasonic,Concluído,2023-04-10,2023-04-12,12/04/2023,sim,CVG,2,2023-04
24/03/2023,GB,Robo,Wap,Concluído,2023-04-10,2023-04-10,28/04/2023,sim,MATHEUS ROSA,0,2023-04
24/03/2023,GON,Refrigerador,Panasonic,Concluído,2023-04-03,2023-04-12,12/04/2023,sim,CVG,9,2023-04
24/03/2023,GON,Refrigerador,Panasonic,Concluído,2023-04-10,2023-04-11,18/04/2023,sim,CVG,1,2023-04
27/03/2023,GB,Fritadeira,Midea,Concluído,2023-04-05,2023-04-20,24/04/2023,sim,THIAGO,15,2023-04
27/03/2023,GB,Microondas,Midea,Concluído,2023-04-17,2023-04-17,19/04/2023,sim,MATHEUS LEITE,0,2023-04
27/03/2023,GB,Robo,Midea,Concluído,2023-04-05,2023-04-06,24/04/2023,sim,MATHEUS ROSA,1,2023-04
27/03/2023,GB,Aspirador,Midea,Concluído,2023-03-31,2023-04-04,04/04/2023,sim,THIAGO,4,2023-03
28/03/2023,GB,Robo,Wap,Concluído,2023-03-30,2023-04-03,04/04/2023,sim,THIAGO,4,2023-03
28/03/2023,GB,Robo,Wap,Concluído,2023-04-04,2023-04-10,11/04/2023,sim,THIAGO,6,2023-04
28/03/2023,GB,Aspirador,Midea,Concluído,2023-04-19,2023-04-25,12/05/2023,sim,BIANCA/MATHEUS ROSA,6,2023-04
28/03/2023,GB,Robo,Midea,Concluído,2023-04-05,2023-04-06,10/04/2023,sim,MATEUS,1,2023-04
29/03/2023,FON,Lavadora,Panasonic,Concluído,2023-04-12,2023-04-14,14/04/2023,sim,CVG,2,2023-04
30/03/2023,GON,Lavadora,Midea,Concluído,2023-04-05,2023-04-13,13/04/2023,sim,CVG,8,2023-04
30/03/2023,GB,Microondas,Panasonic,Concluído,2023-04-10,2023-04-11,12/04/2023,sim,MATHEUS LEITE,1,2023-04
31/03/2023,GON,Aspirador,Midea,Concluído,2023-04-11,2023-04-14,19/04/2023,sim,BIANCA/MATHEUS ROS,3,2023-04
31/03/2023,GB,Robo,Wap,Concluído,2023-04-06,2023-04-10,18/04/2023,sim,BIANCA,4,2023-04
31/03/2023,GB,Microondas,Panasonic,Concluído,2023-04-12,2023-04-14,17/04/2023,sim,MATHEUS LEITE,2,2023-04
03/04/2023,GON,Lava E Seca,Midea,Concluído,2023-03-29,2023-04-10,10/04/2023,sim,CVG,12,2023-03
,GB,Aspirador,Miedea,Concluído,2023-04-11,2023-04-14,19/04/2023,sim,MATHEUS ROSA,3,2023-04
03/04/2023,GON,Lava E Seca,Midea,Concluído,2023-04-17,2023-04-19,19/04/2023,sim,CVG / MATHEUS L / BRENNO,2,2023-04
03/04/2023,GON ,Lava E Seca,Midea,Concluído,2023-04-17,2023-04-25,25/04/2023,sim,CVG,8,2023-04
04/04/2023,GB,Robo,Wap,Concluído,2023-04-10,2023-04-11,18/04/2023,sim,MATHEUS ROS/BIANCA,1,2023-04
04/04/2023,GON,Refrigerador,Panasonic,Concluído,2023-04-24,2023-04-28,28/04/2023,sim,CVG,4,2023-04
04/04/2023,GB,Aspirador,Midea,Concluído,2023-04-13,2023-04-17,01/06/2023,sim,MATHEUS ROSA,4,2023-04
04/04/2023,GB,Robo,Wap,Concluído,2023-04-19,2023-04-24,31/08/2023,sim,MATHEUS ROSA,5,2023-04
05/04/2023,GON,Lava E Seca,Midea,Concluído,2023-05-05,2023-05-09,09/05/2023,sim,CVG/ROBSON/BRENNO,4,2023-05
05/04/2023,GON,Refrigerador,Panasonic,Concluído,2023-05-03,2023-05-04,04/05/2023,sim,CVG,1,2023-05
05/04/2023,GB,Robo,Wap,Concluído,2023-04-11,2023-04-20,26/04/2023,sim,MATHEUS ROSA,9,2023-04
06/04/2023,GON ,Lavadora,Panasonic,Concluído,2023-04-27,2023-05-01,01/05/2023,sim,CVG,4,2023-04
10/04/2023,GON ,Lavadora,Panasonic,Concluído,2023-04-19,2023-04-24,24/04/2023,sim,CVG,5,2023-04
11/04/2022,GB,Robo,Midea,Concluído,2023-04-17,2023-04-18,20/04/2023,sim,MATHEUS ROSA,1,2023-04
11/04/2023,GB,Robo,Wap,Concluído,2023-04-14,2023-04-14,24/04/2023,sim,METHEUS ROSA,0,2023-04
11/04/2023,GB,Robo,Wap,Concluído,2023-04-14,2023-04-17,25/04/2023,sim,MATHEUS ROSA,3,2023-04
12/04/2023,GB,Aspirador De Pó,Wap,Concluído,2023-04-18,2023-04-19,20/04/2023,sim,THIAGO,1,2023-04
12/04/2023,GON ,Refrigerador,Panasonic,Concluído,2023-05-03,2023-05-04,04/05/2023,sim,CVG,1,2023-05
13/04/2023,GB,Robo,Wap,Concluído,2023-04-18,2023-04-19,27/04/2023,sim,THIAGO,1,2023-04
17/04/2023,GB,Ar Condicionado,Midea,Concluído,2023-05-03,2023-05-08,12/05/2023,sim,BRENNO,5,2023-05
17/04/2023,GB,Robo,Wap,Concluído,2023-04-26,2023-04-27,05/05/2023,sim,THIAGO/MATHEUS LEITE,1,2023-04
18/04/2023,GON ,Lavadora De Roupas,Panasonic,Concluído,2023-05-02,2023-05-08,08/05/2023,sim,CVG,6,2023-05
19/04/2023,GB,Robo,Wap,Concluído,2023-04-27,2023-04-28,05/05/2023,sim,THIAGO,1,2023-04
19/04/2023,GON ,Refrigerador,Panasonic,Concluído,2023-05-02,2023-05-04,04/05/2023,sim,CVG,2,2023-05
25/04/2023,GB,Robo,Wap,Concluído,2023-05-02,2023-05-02,11/05/2023,sim,MATHEUS ROSA,0,2023-05
26/04/2023,GB,Robo,Midea,Concluído,2023-05-08,2023-05-08,10/05/2023,sim,THIAGO,0,2023-05
26/04/2023,FON,Refrigerador,Panasonic,Concluído,2023-05-08,2023-05-10,10/05/2023,sim,CVG / ROBSON / BRENNO,2,2023-05
28/04/2023,GB,Microondas,Midea,Concluído,2023-05-23,2023-05-24,02/06/2023,sim,ROBSON/THIAGO,1,2023-05
03/05/2023,GB,Micro-Ondas,Midea,Concluído,2023-05-22,2023-05-30,31/05/2023,sim,THIAGO,8,2023-05
03/05/2023,GB ,Robo,Wap,Concluído,2023-05-09,2023-05-09,17/05/2023,sim,THIAGO,0,2023-05
04/05/2023,GB,Robo,Wap,Concluído,2023-05-09,2023-05-09,12/05/2023,sim,THIAGO,0,2023-05
04/05/2023,GB,Robo,Wap,Concluído,2023-05-09,2023-05-10,17/05/2023,sim,THIAGO,1,2023-05
04/05/2023,GB ,Robo,Wap,Concluído,2023-05-09,2023-05-10,12/05/2023,sim,THIAGO,1,2023-05
04/05/2023,GON ,Lavadora,Panasonic,Concluído,2023-05-15,2023-05-19,19/05/2023,sim,CVG,4,2023-05
05/05/2023,GON,Robo,Wap,Concluído,2023-05-09,2023-05-09,12/05/2023,sim,THIAGO/MATHEUS ROSA,0,2023-05
05/05/2023,GON,Lavadora,Panasonic,Concluído,2023-05-12,2023-05-19,19/05/2023,sim,CVG,7,2023-05
05/05/2023,GB,Micro-Ondas,Midea,Concluído,2023-05-16,2023-05-19,02/06/2023,sim,THIAGO,3,2023-05
05/05/2023,GB ,Robo,Midea,Concluído,2023-05-15,2023-05-16,19/05/2023,sim,THIAGO/MATHEUS ROSA,1,2023-05
05/05/2023,GB,Aspirador,Midea,Concluído,2023-05-11,2023-05-12,24/05/2023,sim,THIAGO,1,2023-05
05/05/2023,GON,Lavadora,Panasonic,Concluído,2023-05-15,2023-05-16,16/05/2023,sim,CVG,1,2023-05
08/05/2023,GON,Refrigerador,Panasonic,Concluído,2023-05-15,2023-05-16,16/05/2026,sim,CVG,1,2023-05
08/05/2023,GON ,Lavadora,Panasonic,Concluído,2023-05-22,2023-05-26,26/05/2023,sim,CVG,4,2023-05
09/05/2023,GON ,Refrigerador,Panasonic,Concluído,2023-05-22,2023-05-26,26/05/2023,sim,CVG,4,2023-05
09/05/2023,GB,Fritadeira,Midea,Concluído,2023-05-16,2023-05-18,22/05/2023,sim,THIAGO,2,2023-05
09/05/2023,GB,Robo,Wap,Concluído,2023-05-12,2023-05-12,17/05/2023,sim,THIAGO/MATHEUS ROSA,0,2023-05
10/05/2023,GON,Aspirador,Wap,Concluído,2023-05-18,2023-05-30,02/06/2023,sim,THIAGO,12,2023-05
10/05/2023,GB,Robo,Wap,Concluído,2023-05-16,2023-05-17,22/05/2023,sim,THIAGO,1,2023-05
10/05/2023,GON,Refrigerador,Panasonic,Concluído,2023-05-22,2023-05-30,30/05/2023,sim,CVG,8,2023-05
11/05/2023,GB,Micro-Ondas,Midea,Concluído,2023-05-22,2023-05-23,25/05/2023,sim,THIAGO,1,2023-05
12/05/2023,GB,Robo,Midea,Ressarcimento,2023-05-16,2023-05-17,30/06/2023,não,MATHEUS ROSA,1,2023-05
12/05/2023,GB,Robo,Wap,Concluído,2023-05-16,2023-05-17,22/05/2023,sim,THIAGO/MATHEUS ROSA,1,2023-05
15/05/2023,GON,Refrigerador,Panasonic,Concluído,2023-05-25,2023-06-14,14/06/2023,sim,CVG,20,2023-05
15/05/2023,GB,Robo,Wap,Concluído,2023-05-17,2023-05-18,19/05/2023,sim,THIAGO,1,2023-05
16/05/2023,GB,Robo,Wap,Concluído,2023-05-18,2023-05-19,25/05/2023,sim,MATHEUS ROSA,1,2023-05
17/05/2023,GB,Robo,Wap,Concluído,2023-05-23,2023-05-24,25/05/2023,sim,MATHEUS ROSA,1,2023-05
18/05/2023,GB ,Robo,Wap,Concluído,2023-05-23,2023-05-29,30/05/2023,sim,MATHEUS ROSA,6,2023-05
19/05/2023,GB,Robo,Wap,Concluído,2023-05-30,2023-06-01,05/06/2023,sim,MATHEUS ROSA,2,2023-05
19/05/2023,GB,Robo,Wap,Concluído,2023-05-23,2023-05-24,26/05/2023,sim,MATHEUS ROSA,1,2023-05
19/05/2023,GB ,Robo,Wap,Concluído,2023-05-23,2023-05-26,30/05/2023,sim,MATHEUS ROSA/THIAGO,3,2023-05
22/05/2023,GB,Aspirador,Midea,Concluído,2023-05-25,2023-05-25,02/06/2023,sim,MATHEUS ROSA,0,2023-05
23/05/2023,GB,Aspirador,Wap,Concluído,2023-05-25,2023-05-25,16/06/2023,sim,THIAGO,0,2023-05
23/05/2023,GB ,Fritadeira,Midea,Concluído,2023-05-29,2023-05-31,05/06/2023,sim,THIAGO,2,2023-05
24/05/2023,GB,Robo,Wap,Concluído,2023-05-25,2023-05-26,07/06/2023,sim,THIAGO,1,2023-05
24/05/2023,GB,Robo,Wap,Concluído,2023-06-01,2023-06-02,14/06/2023,sim,THIAGO,1,2023-06
25/05/2023,GB,Aspirador,Midea,Concluído,2023-05-30,2023-05-30,31/05/2023,sim,MATHEUS ROSA,0,2023-05
25/05/2023,GB,Aspirador,Midea,Concluído,2023-05-30,2023-05-30,31/05/2023,sim,MATHEUS ROSA,0,2023-05
26/05/2023,GB,Aspirador,Wap,Concluído,2023-05-30,2023-05-31,02/06/2023,sim,THIAGO,1,2023-05
26/05/2023,GB,Fritadeira,Midea,Concluído,2023-06-19,2023-06-20,21/06/2023,sim,THIAGO,1,2023-06
26/05/2023,GB ,Robo,Wap,Concluído,2023-05-30,2023-06-02,07/06/2023,sim,THIAGO,3,2023-05
29/05/2023,GB ,Aspirador,Wap,Concluído,2023-05-31,2023-06-01,07/06/2023,sim,THIAGO,1,2023-05
30/05/2023,GB ,Robo,Wap,Concluído,2023-06-01,2023-06-02,06/06/2023,sim,THIAGO,1,2023-06
31/05/2023,GON ,Refrigerador,Panasonic,Concluído,2023-06-07,2023-06-14,14/06/2023,sim,CVG,7,2023-06
31/05/2023,GON,Lava E Seca,Midea,Concluído,2023-06-06,2023-06-12,12/06/2023,sim,CVG,6,2023-06
02/06/2023,GB ,Robo,Wap,Concluído,2023-06-06,2023-06-07,07/06/2023,sim,THIAGO,1,2023-06
05/06/2023,GB,Aspirador,Midea,Concluído,2023-06-14,2023-06-19,11/07/2023,sim,ROBSON / MATHEUS ROSA,5,2023-06
05/06/2023,GB,Robo,Wap,Concluído,2023-06-13,2023-06-14,20/06/2023,sim,MATHEUS ROSA,1,2023-06
06/06/2023,GB,Robo,Wap,Concluído,2023-06-14,2023-06-15,23/06/2023,sim,MATHEUS ROSA,1,2023-06
06/06/2023,GB,Robo,Wap,Concluído,2023-06-14,2023-06-15,20/06/2023,sim,MATHEUS ROSA,1,2023-06
07/06/2023,FB,Aspirador,Wap,Concluído,2023-08-01,2023-10-05,10/10/2023,sim,THIAGO,65,2023-08
07/06/2023,GB,Robo,Wap,Concluído,2021-06-14,2023-06-15,21/07/2023,sim,MATHEUS,731,2021-06
12/06/2023,GB,Robo,Wap,Concluído,2023-06-23,2023-06-26,29/06/2023,sim,MATHEUS ROSA,3,2023-06
,GB,Aspirador,Midea,Concluído,2023-06-22,2023-06-23,26/06/2023,sim,MATHEUS,1,2023-06
14/06/2023,GB,Microondas,Midea,Concluído,2023-06-23,2023-07-06,26/07/2023,sim,THIAGO/ LARISSA,13,2023-06
14/06/2023,GB,Microondas,Panasonic,Concluído,2023-07-17,2023-07-18,19/07/2023,sim,THIAGO,1,2023-07
15/06/2023,GB,Panela De Pressão,Midea,Concluído,2023-06-23,2023-06-26,28/06/2023,sim,THIAGO,3,2023-06
15/06/2023,GB,Microondas,Midea,Concluído,2023-06-28,2023-07-07,14/07/2023,sim,THIAGO,9,2023-06
15/06/2023,GB,Micro-Ondas,Panasonic,Concluído,2023-06-23,2023-07-07,11/07/2023,sim,THIAGO,14,2023-06
15/06/2023,GB,Microondas,Midea,Concluído,2023-06-23,2023-07-07,11/07/2023,sim,THIAGO,14,2023-06
16/06/2023,GB,Micro-Ondas,Midea,Concluído,2023-06-23,2023-07-07,11/07/2023,sim,THIAGO,14,2023-06
16/06/2023,GB,Robo,Wap,Concluído,2023-06-26,2023-07-04,10/07/2023,sim,MTHEUS ROSA,8,2023-06
19/06/2023,GON,Lava E Seca,Midea,Concluído,2023-07-12,2023-07-14,14/07/2023,sim,CVG,2,2023-07
19/06/2023,GB,Microondas,Midea,Concluído,2023-06-30,2023-07-07,11/07/2023,sim,THIAGO,7,2023-06
19/06/2023,GB,Robo,Wap,Concluído,2023-06-21,2023-06-22,30/06/2023,sim,MATHEUS ROSA,1,2023-06
19/06/2023,GB,Robo,Midea,Concluído,2023-10-17,2023-10-20,26/10/2023,sim,MATHEUS ROSA,3,2023-10
20/06/2023,GB,Robo,Wap,Concluído,2023-06-23,2023-06-27,29/06/2023,sim,MATHEUS ROSA,4,2023-06
21/06/2023,GB,Microondas,Midea,Concluído,2023-06-28,2023-07-11,13/07/2023,sim,THIAGO,13,2023-06
22/06/2023,GB,Panela De Pressão,Midea,Concluído,2023-06-27,2023-06-29,30/06/2023,sim,THIAGO,2,2023-06
22/06/2023,GB,Microondas,Midea,Concluído,2023-06-28,2023-07-06,10/07/2023,sim,THAIGO/LARYSSA,8,2023-06
23/06/2023,GB,Aspirador,Midea,Concluído,2023-07-12,2023-07-14,19/07/2023,sim,THIAGO,2,2023-07
23/06/2023,GB,Microondas,Midea,Concluído,2023-07-24,2023-07-25,28/07/2023,sim,THIAGO,1,2023-07
23/06/2023,GON ,Lavadora,Panasonic,Concluído,2023-07-03,2023-07-11,11/07/2023,sim,CVG/ROBSON,8,2023-07
23/06/2023,GON,Robo,Wap,Concluído,2023-06-28,2023-06-29,07/07/2023,sim,THIAGO,1,2023-06
26/06/2023,GON,Lava E Seca,Midea,Concluído,2023-06-30,2023-07-04,04/07/2023,sim,CVG / ROBSON,4,2023-06
26/06/2023,GB,Robo,Wap,Concluído,2023-06-29,2023-06-30,06/07/2023,sim,MATHEUS ROSA,1,2023-06
26/06/2023,GB,Robo,Wap,Concluído,2023-06-29,2023-06-30,05/07/2023,sim,MATHEUS ROSA,1,2023-06
26/06/2023,GB,Robo,Wap,Concluído,2023-07-03,2023-07-09,17/07/2023,sim,THIAGO,6,2023-07
26/06/2023,GB,Robo,Wap,Concluído,2023-07-03,2023-07-04,17/07/2023,sim,THIAGO,1,2023-07
26/06/2023,GB,Robo,Wap,Concluído,2023-07-03,2023-07-04,17/07/2023,sim,THIAGO,1,2023-07
26/06/2023,GB,Robo,Wap,Concluído,2023-07-03,2023-07-04,17/07/2023,sim,THIAGO,1,2023-07
26/06/2023,GB,Robo,Wap,Concluído,2023-07-03,2023-07-04,17/07/2023,sim,THIAGO,1,2023-07
26/06/2023,GB,Robo,Wap,Concluído,2023-07-03,2023-07-04,17/07/2023,sim,THIAGO,1,2023-07
26/06/2023,GB,Robo,Wap,Concluído,2023-07-03,2023-07-04,17/07/2023,sim,THIAGO,1,2023-07
26/06/2023,GB,Robo,Wap,Concluído,2023-07-03,2023-07-05,17/07/2023,sim,THIAGO,2,2023-07
26/06/2023,GB,Extratora,Wap,Concluído,2023-07-04,2023-07-07,17/07/2023,sim,THIAGO,3,2023-07
27/06/2023,GB,Robo,Midea,Concluído,2023-11-17,2023-11-21,24/11/2023,sim,MATHEUS ROSA,4,2023-11
27/06/2023,GB,Robo,Wap,Concluído,2023-07-06,2023-07-06,10/07/2023,sim,MATHEUS ROSA,0,2023-07
27/06/2023,GON,Lava E Seca,Midea,Concluído,2023-07-05,2023-07-07,07/07/2023,sim,CVG,2,2023-07
29/06/2023,GON,Fechadura Digital,Midea,Concluído,2023-08-24,2023-08-25,25/08/2023,sim,CVG / LUIZ GUILHERME,1,2023-08
30/06/2023,GON,Lava E Seca,Midea,Concluído,2023-07-12,2023-07-21,21/07/2023,sim,CVG / ROBSON,9,2023-07
03/07/2023,GB,Aspirador,Midea,Concluído,2023-07-18,2023-07-19,24/07/2023,sim,MATHEUS ROSA,1,2023-07
03/07/2023,GON,Lava E Seca,Midea,Concluído,2023-07-12,2023-07-20,20/07/2023,sim,CVG,8,2023-07
03/07/2023,GB,Robo,Wap,Concluído,2023-07-06,2023-07-07,25/07/2023,sim,THIAGO / MATHEUS ROSA,1,2023-07
04/04/2023,GB,Robo,Wap,Concluído,2023-07-18,2023-07-20,20/07/2023,sim,THIAGO/MATHEUS R,2,2023-07
04/07/2023,GB,Microondas,Panasonic,Concluído,2023-07-19,2023-07-20,24/07/2023,sim,THIAGO,1,2023-07
,GB,Robo,Wap,Concluído,2023-07-11,2023-07-12,14/07/2023,sim,THIAGO / MATHEUS,1,2023-07
05/07/2023,GB,0,Wap,Concluído,2023-07-11,2023-07-12,18/07/2023,sim,THIAGO / MATHEUS ROSA,1,2023-07
05/07/2023,GON,Lavadora,Panasonic,Concluído,2023-07-14,2023-07-17,17/07/2023,sim,CVG/ROBSON,3,2023-07
06/07/2023,GB,Microondas,Midea,Concluído,2023-07-14,2023-07-17,18/07/2023,sim,THIAGO,3,2023-07
06/07/2023,GB,Robo,Wap,Concluído,2023-07-18,2023-07-18,24/07/2023,sim,MATHEUS ROSA,0,2023-07
07/07/2023,GON,Lava E Seca,Midea,Concluído,2023-07-12,2023-07-17,17/07/2023,sim,CVG,5,2023-07
10/07/2023,GON,Refrigerador,Panasonic,Concluído,2023-07-27,2023-08-05,05/08/2023,sim,CVG,9,2023-07
